cid,character,movement_type,src_slot,dst_bank,dst_slot,raw_move_id,target_cid,target_character,target_slot_exists,target_animation_hex,resolution_status,confidence,reason
002,Seong Mi-na,backstep_candidate,1950,2,2252,0x26DD,002,Seong Mi-na,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
002,Seong Mi-na,forward_step_candidate,1950,2,2252,0x26DD,002,Seong Mi-na,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
002,Seong Mi-na,backstep_candidate,2083,2,2258,0x26E3,002,Seong Mi-na,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
002,Seong Mi-na,forward_step_candidate,2083,2,2258,0x26E3,002,Seong Mi-na,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
002,Seong Mi-na,backstep_candidate,2085,2,2258,0x26E3,002,Seong Mi-na,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
002,Seong Mi-na,forward_step_candidate,2085,2,2258,0x26E3,002,Seong Mi-na,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
002,Seong Mi-na,backstep_candidate,2139,2,2261,0x26E6,002,Seong Mi-na,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
002,Seong Mi-na,forward_step_candidate,2140,2,2261,0x26E6,002,Seong Mi-na,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
002,Seong Mi-na,backstep_candidate,2178,2,2263,0x26E8,002,Seong Mi-na,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
002,Seong Mi-na,forward_step_candidate,2180,2,2263,0x26E8,002,Seong Mi-na,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
003,Taki,sidestep_down_candidate,1537,2,1517,0x2384,003,Taki,True,019C,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
003,Taki,backstep_candidate,2071,2,1705,0x2440,003,Taki,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
003,Taki,forward_step_candidate,2071,2,1705,0x2440,003,Taki,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
003,Taki,backstep_candidate,2072,2,2374,0x26DD,003,Taki,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
003,Taki,forward_step_candidate,2072,2,2374,0x26DD,003,Taki,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
003,Taki,backstep_candidate,2205,2,2380,0x26E3,003,Taki,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
003,Taki,forward_step_candidate,2205,2,2380,0x26E3,003,Taki,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
003,Taki,backstep_candidate,2207,2,2380,0x26E3,003,Taki,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
003,Taki,forward_step_candidate,2207,2,2380,0x26E3,003,Taki,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
003,Taki,backstep_candidate,2261,2,2383,0x26E6,003,Taki,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
003,Taki,forward_step_candidate,2262,2,2383,0x26E6,003,Taki,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
003,Taki,backstep_candidate,2300,2,2385,0x26E8,003,Taki,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
003,Taki,forward_step_candidate,2302,2,2385,0x26E8,003,Taki,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
004,Maxi,sidestep_down_candidate,1487,2,1467,0x2384,004,Maxi,True,0113,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
004,Maxi,backstep_candidate,2021,2,1655,0x2440,004,Maxi,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
004,Maxi,forward_step_candidate,2021,2,1655,0x2440,004,Maxi,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
004,Maxi,backstep_candidate,2022,2,2324,0x26DD,004,Maxi,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
004,Maxi,forward_step_candidate,2022,2,2324,0x26DD,004,Maxi,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
004,Maxi,backstep_candidate,2155,2,2330,0x26E3,004,Maxi,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
004,Maxi,forward_step_candidate,2155,2,2330,0x26E3,004,Maxi,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
004,Maxi,backstep_candidate,2157,2,2330,0x26E3,004,Maxi,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
004,Maxi,forward_step_candidate,2157,2,2330,0x26E3,004,Maxi,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
004,Maxi,backstep_candidate,2211,2,2333,0x26E6,004,Maxi,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
004,Maxi,forward_step_candidate,2212,2,2333,0x26E6,004,Maxi,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
004,Maxi,backstep_candidate,2250,2,2335,0x26E8,004,Maxi,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
004,Maxi,forward_step_candidate,2252,2,2335,0x26E8,004,Maxi,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
005,Voldo,sidestep_down_candidate,1597,2,1577,0x2384,005,Voldo,True,013C,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
005,Voldo,backstep_candidate,2131,2,1765,0x2440,005,Voldo,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
005,Voldo,forward_step_candidate,2131,2,1765,0x2440,005,Voldo,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
005,Voldo,backstep_candidate,2132,2,2434,0x26DD,005,Voldo,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
005,Voldo,forward_step_candidate,2132,2,2434,0x26DD,005,Voldo,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
005,Voldo,backstep_candidate,2265,2,2440,0x26E3,005,Voldo,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
005,Voldo,forward_step_candidate,2265,2,2440,0x26E3,005,Voldo,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
005,Voldo,backstep_candidate,2267,2,2440,0x26E3,005,Voldo,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
005,Voldo,forward_step_candidate,2267,2,2440,0x26E3,005,Voldo,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
005,Voldo,backstep_candidate,2321,2,2443,0x26E6,005,Voldo,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
005,Voldo,forward_step_candidate,2322,2,2443,0x26E6,005,Voldo,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
005,Voldo,backstep_candidate,2360,2,2445,0x26E8,005,Voldo,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
005,Voldo,forward_step_candidate,2362,2,2445,0x26E8,005,Voldo,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
006,Sophitia,sidestep_down_candidate,1440,2,1420,0x2384,006,Sophitia,True,0057,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
006,Sophitia,backstep_candidate,1974,2,1608,0x2440,006,Sophitia,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
006,Sophitia,forward_step_candidate,1974,2,1608,0x2440,006,Sophitia,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
006,Sophitia,backstep_candidate,1975,2,2277,0x26DD,006,Sophitia,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
006,Sophitia,forward_step_candidate,1975,2,2277,0x26DD,006,Sophitia,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
006,Sophitia,backstep_candidate,2108,2,2283,0x26E3,006,Sophitia,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
006,Sophitia,forward_step_candidate,2108,2,2283,0x26E3,006,Sophitia,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
006,Sophitia,backstep_candidate,2110,2,2283,0x26E3,006,Sophitia,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
006,Sophitia,forward_step_candidate,2110,2,2283,0x26E3,006,Sophitia,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
006,Sophitia,backstep_candidate,2164,2,2286,0x26E6,006,Sophitia,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
006,Sophitia,forward_step_candidate,2165,2,2286,0x26E6,006,Sophitia,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
006,Sophitia,backstep_candidate,2203,2,2288,0x26E8,006,Sophitia,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
006,Sophitia,forward_step_candidate,2205,2,2288,0x26E8,006,Sophitia,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
007,Siegfried,sidestep_down_candidate,1499,2,1479,0x2384,007,Siegfried,True,014D,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
007,Siegfried,backstep_candidate,2033,2,1667,0x2440,007,Siegfried,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
007,Siegfried,forward_step_candidate,2033,2,1667,0x2440,007,Siegfried,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
007,Siegfried,backstep_candidate,2034,2,2336,0x26DD,007,Siegfried,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
007,Siegfried,forward_step_candidate,2034,2,2336,0x26DD,007,Siegfried,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
007,Siegfried,backstep_candidate,2167,2,2342,0x26E3,007,Siegfried,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
007,Siegfried,forward_step_candidate,2167,2,2342,0x26E3,007,Siegfried,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
007,Siegfried,backstep_candidate,2169,2,2342,0x26E3,007,Siegfried,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
007,Siegfried,forward_step_candidate,2169,2,2342,0x26E3,007,Siegfried,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
007,Siegfried,backstep_candidate,2223,2,2345,0x26E6,007,Siegfried,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
007,Siegfried,forward_step_candidate,2224,2,2345,0x26E6,007,Siegfried,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
007,Siegfried,backstep_candidate,2262,2,2347,0x26E8,007,Siegfried,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
007,Siegfried,forward_step_candidate,2264,2,2347,0x26E8,007,Siegfried,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
009,Hwang,sidestep_down_candidate,1655,2,1635,0x241D,009,Hwang,True,06C7,resolved_move_bucket,confirmed_static_data,0x241D: bank 2 targets current-character FLuxMoveBank bucket 2
009,Hwang,backstep_candidate,2260,2,1860,0x24FE,009,Hwang,True,1491,resolved_move_bucket,confirmed_static_data,0x24FE: bank 2 targets current-character FLuxMoveBank bucket 2
009,Hwang,forward_step_candidate,2260,2,1860,0x24FE,009,Hwang,True,1491,resolved_move_bucket,confirmed_static_data,0x24FE: bank 2 targets current-character FLuxMoveBank bucket 2
009,Hwang,backstep_candidate,2261,2,2458,0x2754,009,Hwang,True,1254,resolved_move_bucket,confirmed_static_data,0x2754: bank 2 targets current-character FLuxMoveBank bucket 2
009,Hwang,forward_step_candidate,2261,2,2458,0x2754,009,Hwang,True,1254,resolved_move_bucket,confirmed_static_data,0x2754: bank 2 targets current-character FLuxMoveBank bucket 2
00b,Ivy,sidestep_down_candidate,1529,2,1509,0x2384,00b,Ivy,True,027F,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
00b,Ivy,backstep_candidate,2063,2,1697,0x2440,00b,Ivy,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
00b,Ivy,forward_step_candidate,2063,2,1697,0x2440,00b,Ivy,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
00b,Ivy,backstep_candidate,2064,2,2366,0x26DD,00b,Ivy,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
00b,Ivy,forward_step_candidate,2064,2,2366,0x26DD,00b,Ivy,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
00b,Ivy,backstep_candidate,2197,2,2372,0x26E3,00b,Ivy,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
00b,Ivy,forward_step_candidate,2197,2,2372,0x26E3,00b,Ivy,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
00b,Ivy,backstep_candidate,2199,2,2372,0x26E3,00b,Ivy,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
00b,Ivy,forward_step_candidate,2199,2,2372,0x26E3,00b,Ivy,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
00b,Ivy,backstep_candidate,2253,2,2375,0x26E6,00b,Ivy,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
00b,Ivy,forward_step_candidate,2254,2,2375,0x26E6,00b,Ivy,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
00b,Ivy,backstep_candidate,2292,2,2377,0x26E8,00b,Ivy,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
00b,Ivy,forward_step_candidate,2294,2,2377,0x26E8,00b,Ivy,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
00c,Kilik,unknown_directional,539,1,540,0x101B,00c,Kilik,True,0216,resolved_move_bucket,confirmed_static_data,0x101B: bank 1 targets current-character FLuxMoveBank bucket 1
00c,Kilik,sidestep_down_candidate,1472,2,1452,0x2384,00c,Kilik,True,001F,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
00c,Kilik,backstep_candidate,2006,2,1640,0x2440,00c,Kilik,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
00c,Kilik,forward_step_candidate,2006,2,1640,0x2440,00c,Kilik,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
00c,Kilik,backstep_candidate,2007,2,2309,0x26DD,00c,Kilik,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
00c,Kilik,forward_step_candidate,2007,2,2309,0x26DD,00c,Kilik,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
00c,Kilik,backstep_candidate,2140,2,2315,0x26E3,00c,Kilik,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
00c,Kilik,forward_step_candidate,2140,2,2315,0x26E3,00c,Kilik,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
00c,Kilik,backstep_candidate,2142,2,2315,0x26E3,00c,Kilik,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
00c,Kilik,forward_step_candidate,2142,2,2315,0x26E3,00c,Kilik,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
00c,Kilik,backstep_candidate,2196,2,2318,0x26E6,00c,Kilik,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
00c,Kilik,forward_step_candidate,2197,2,2318,0x26E6,00c,Kilik,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
00c,Kilik,backstep_candidate,2235,2,2320,0x26E8,00c,Kilik,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
00c,Kilik,forward_step_candidate,2237,2,2320,0x26E8,00c,Kilik,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
00d,Xianghua,sidestep_down_candidate,1527,2,1507,0x2384,00d,Xianghua,True,0135,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
00d,Xianghua,backstep_candidate,2061,2,1695,0x2440,00d,Xianghua,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
00d,Xianghua,forward_step_candidate,2061,2,1695,0x2440,00d,Xianghua,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
00d,Xianghua,backstep_candidate,2062,2,2364,0x26DD,00d,Xianghua,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
00d,Xianghua,forward_step_candidate,2062,2,2364,0x26DD,00d,Xianghua,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
00d,Xianghua,backstep_candidate,2195,2,2370,0x26E3,00d,Xianghua,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
00d,Xianghua,forward_step_candidate,2195,2,2370,0x26E3,00d,Xianghua,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
00d,Xianghua,backstep_candidate,2197,2,2370,0x26E3,00d,Xianghua,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
00d,Xianghua,forward_step_candidate,2197,2,2370,0x26E3,00d,Xianghua,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
00d,Xianghua,backstep_candidate,2251,2,2373,0x26E6,00d,Xianghua,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
00d,Xianghua,forward_step_candidate,2252,2,2373,0x26E6,00d,Xianghua,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
00d,Xianghua,backstep_candidate,2290,2,2375,0x26E8,00d,Xianghua,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
00d,Xianghua,forward_step_candidate,2292,2,2375,0x26E8,00d,Xianghua,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
00d,Xianghua,sidestep_down_candidate,2643,3,2986,0x322C,00d,Xianghua,True,0277,resolved_move_bucket,confirmed_static_data,0x322C: bank 3 targets current-character FLuxMoveBank bucket 3
00d,Xianghua,sidestep_down_candidate,2643,3,2986,0x322C,00d,Xianghua,True,0277,resolved_move_bucket,confirmed_static_data,0x322C: bank 3 targets current-character FLuxMoveBank bucket 3
00d,Xianghua,backstep_candidate,2978,3,2979,0x3225,00d,Xianghua,True,00EF,resolved_move_bucket,confirmed_static_data,0x3225: bank 3 targets current-character FLuxMoveBank bucket 3
00d,Xianghua,forward_step_candidate,2978,3,2981,0x3227,00d,Xianghua,True,0286,resolved_move_bucket,confirmed_static_data,0x3227: bank 3 targets current-character FLuxMoveBank bucket 3
00d,Xianghua,forward_diagonal,2984,3,2985,0x322B,00d,Xianghua,True,0044,resolved_move_bucket,confirmed_static_data,0x322B: bank 3 targets current-character FLuxMoveBank bucket 3
00f,Yoshimitsu,sidestep_down_candidate,1608,2,1588,0x2384,00f,Yoshimitsu,True,017B,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
00f,Yoshimitsu,backstep_candidate,2142,2,1776,0x2440,00f,Yoshimitsu,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
00f,Yoshimitsu,forward_step_candidate,2142,2,1776,0x2440,00f,Yoshimitsu,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
00f,Yoshimitsu,backstep_candidate,2143,2,2445,0x26DD,00f,Yoshimitsu,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
00f,Yoshimitsu,forward_step_candidate,2143,2,2445,0x26DD,00f,Yoshimitsu,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
00f,Yoshimitsu,backstep_candidate,2276,2,2451,0x26E3,00f,Yoshimitsu,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
