cid,character,movement_type,src_slot,dst_bank,dst_slot,raw_move_id,predicate_text,predicate_kind,source_pc,reason
003,Taki,backstep_candidate,2300,2,2385,9960,(any:back),direction,675203,cross-bank direction target is audited but not selected until target-bank resolution is implemented
003,Taki,forward_step_candidate,2302,2,2385,9960,(any:forward),direction,676000,cross-bank direction target is audited but not selected until target-bank resolution is implemented
004,Maxi,sidestep_down_candidate,1487,2,1467,9092,(any:down),direction,481732,cross-bank direction target is audited but not selected until target-bank resolution is implemented
004,Maxi,backstep_candidate,2021,2,1655,9280,(any:back),direction,572030,cross-bank direction target is audited but not selected until target-bank resolution is implemented
004,Maxi,forward_step_candidate,2021,2,1655,9280,(any:forward),direction,572120,cross-bank direction target is audited but not selected until target-bank resolution is implemented
004,Maxi,backstep_candidate,2022,2,2324,9949,(any:back),direction,572554,cross-bank direction target is audited but not selected until target-bank resolution is implemented
004,Maxi,forward_step_candidate,2022,2,2324,9949,(any:forward),direction,572644,cross-bank direction target is audited but not selected until target-bank resolution is implemented
004,Maxi,backstep_candidate,2155,2,2330,9955,(any:back),direction,612765,cross-bank direction target is audited but not selected until target-bank resolution is implemented
004,Maxi,forward_step_candidate,2155,2,2330,9955,(any:forward),direction,612862,cross-bank direction target is audited but not selected until target-bank resolution is implemented
004,Maxi,backstep_candidate,2157,2,2330,9955,(any:back),direction,613326,cross-bank direction target is audited but not selected until target-bank resolution is implemented
004,Maxi,forward_step_candidate,2157,2,2330,9955,(any:forward),direction,613423,cross-bank direction target is audited but not selected until target-bank resolution is implemented
004,Maxi,backstep_candidate,2211,2,2333,9958,(any:back),direction,627597,cross-bank direction target is audited but not selected until target-bank resolution is implemented
004,Maxi,forward_step_candidate,2212,2,2333,9958,(any:forward),direction,627963,cross-bank direction target is audited but not selected until target-bank resolution is implemented
004,Maxi,backstep_candidate,2250,2,2335,9960,(any:back),direction,637791,cross-bank direction target is audited but not selected until target-bank resolution is implemented
004,Maxi,forward_step_candidate,2252,2,2335,9960,(any:forward),direction,638588,cross-bank direction target is audited but not selected until target-bank resolution is implemented
005,Voldo,sidestep_down_candidate,1597,2,1577,9092,(any:down),direction,531789,cross-bank direction target is audited but not selected until target-bank resolution is implemented
005,Voldo,backstep_candidate,2131,2,1765,9280,(any:back),direction,622087,cross-bank direction target is audited but not selected until target-bank resolution is implemented
005,Voldo,forward_step_candidate,2131,2,1765,9280,(any:forward),direction,622177,cross-bank direction target is audited but not selected until target-bank resolution is implemented
005,Voldo,backstep_candidate,2132,2,2434,9949,(any:back),direction,622611,cross-bank direction target is audited but not selected until target-bank resolution is implemented
005,Voldo,forward_step_candidate,2132,2,2434,9949,(any:forward),direction,622701,cross-bank direction target is audited but not selected until target-bank resolution is implemented
005,Voldo,backstep_candidate,2265,2,2440,9955,(any:back),direction,662822,cross-bank direction target is audited but not selected until target-bank resolution is implemented
005,Voldo,forward_step_candidate,2265,2,2440,9955,(any:forward),direction,662919,cross-bank direction target is audited but not selected until target-bank resolution is implemented
005,Voldo,backstep_candidate,2267,2,2440,9955,(any:back),direction,663383,cross-bank direction target is audited but not selected until target-bank resolution is implemented
005,Voldo,forward_step_candidate,2267,2,2440,9955,(any:forward),direction,663480,cross-bank direction target is audited but not selected until target-bank resolution is implemented
005,Voldo,backstep_candidate,2321,2,2443,9958,(any:back),direction,677654,cross-bank direction target is audited but not selected until target-bank resolution is implemented
005,Voldo,forward_step_candidate,2322,2,2443,9958,(any:forward),direction,678020,cross-bank direction target is audited but not selected until target-bank resolution is implemented
005,Voldo,backstep_candidate,2360,2,2445,9960,(any:back),direction,687848,cross-bank direction target is audited but not selected until target-bank resolution is implemented
005,Voldo,forward_step_candidate,2362,2,2445,9960,(any:forward),direction,688645,cross-bank direction target is audited but not selected until target-bank resolution is implemented
006,Sophitia,sidestep_down_candidate,1440,2,1420,9092,(any:down),direction,466127,cross-bank direction target is audited but not selected until target-bank resolution is implemented
006,Sophitia,backstep_candidate,1974,2,1608,9280,(any:back),direction,556425,cross-bank direction target is audited but not selected until target-bank resolution is implemented
006,Sophitia,forward_step_candidate,1974,2,1608,9280,(any:forward),direction,556515,cross-bank direction target is audited but not selected until target-bank resolution is implemented
006,Sophitia,backstep_candidate,1975,2,2277,9949,(any:back),direction,556949,cross-bank direction target is audited but not selected until target-bank resolution is implemented
006,Sophitia,forward_step_candidate,1975,2,2277,9949,(any:forward),direction,557039,cross-bank direction target is audited but not selected until target-bank resolution is implemented
006,Sophitia,backstep_candidate,2108,2,2283,9955,(any:back),direction,597160,cross-bank direction target is audited but not selected until target-bank resolution is implemented
006,Sophitia,forward_step_candidate,2108,2,2283,9955,(any:forward),direction,597257,cross-bank direction target is audited but not selected until target-bank resolution is implemented
006,Sophitia,backstep_candidate,2110,2,2283,9955,(any:back),direction,597721,cross-bank direction target is audited but not selected until target-bank resolution is implemented
006,Sophitia,forward_step_candidate,2110,2,2283,9955,(any:forward),direction,597818,cross-bank direction target is audited but not selected until target-bank resolution is implemented
006,Sophitia,backstep_candidate,2164,2,2286,9958,(any:back),direction,611992,cross-bank direction target is audited but not selected until target-bank resolution is implemented
006,Sophitia,forward_step_candidate,2165,2,2286,9958,(any:forward),direction,612358,cross-bank direction target is audited but not selected until target-bank resolution is implemented
006,Sophitia,backstep_candidate,2203,2,2288,9960,(any:back),direction,622186,cross-bank direction target is audited but not selected until target-bank resolution is implemented
006,Sophitia,forward_step_candidate,2205,2,2288,9960,(any:forward),direction,622983,cross-bank direction target is audited but not selected until target-bank resolution is implemented
007,Siegfried,sidestep_down_candidate,1499,2,1479,9092,(any:down),direction,478846,cross-bank direction target is audited but not selected until target-bank resolution is implemented
007,Siegfried,backstep_candidate,2033,2,1667,9280,(any:back),direction,569144,cross-bank direction target is audited but not selected until target-bank resolution is implemented
007,Siegfried,forward_step_candidate,2033,2,1667,9280,(any:forward),direction,569234,cross-bank direction target is audited but not selected until target-bank resolution is implemented
007,Siegfried,backstep_candidate,2034,2,2336,9949,(any:back),direction,569668,cross-bank direction target is audited but not selected until target-bank resolution is implemented
007,Siegfried,forward_step_candidate,2034,2,2336,9949,(any:forward),direction,569758,cross-bank direction target is audited but not selected until target-bank resolution is implemented
007,Siegfried,backstep_candidate,2167,2,2342,9955,(any:back),direction,609879,cross-bank direction target is audited but not selected until target-bank resolution is implemented
007,Siegfried,forward_step_candidate,2167,2,2342,9955,(any:forward),direction,609976,cross-bank direction target is audited but not selected until target-bank resolution is implemented
007,Siegfried,backstep_candidate,2169,2,2342,9955,(any:back),direction,610440,cross-bank direction target is audited but not selected until target-bank resolution is implemented
007,Siegfried,forward_step_candidate,2169,2,2342,9955,(any:forward),direction,610537,cross-bank direction target is audited but not selected until target-bank resolution is implemented
007,Siegfried,backstep_candidate,2223,2,2345,9958,(any:back),direction,624711,cross-bank direction target is audited but not selected until target-bank resolution is implemented
007,Siegfried,forward_step_candidate,2224,2,2345,9958,(any:forward),direction,625077,cross-bank direction target is audited but not selected until target-bank resolution is implemented
007,Siegfried,backstep_candidate,2262,2,2347,9960,(any:back),direction,634905,cross-bank direction target is audited but not selected until target-bank resolution is implemented
007,Siegfried,forward_step_candidate,2264,2,2347,9960,(any:forward),direction,635702,cross-bank direction target is audited but not selected until target-bank resolution is implemented
009,Hwang,sidestep_down_candidate,1655,2,1635,9245,(any:down),direction,593112,cross-bank direction target is audited but not selected until target-bank resolution is implemented
009,Hwang,backstep_candidate,2260,2,1860,9470,(any:back),direction,695302,cross-bank direction target is audited but not selected until target-bank resolution is implemented
009,Hwang,forward_step_candidate,2260,2,1860,9470,(any:forward),direction,695392,cross-bank direction target is audited but not selected until target-bank resolution is implemented
009,Hwang,backstep_candidate,2261,2,2458,10068,(any:back),direction,695826,cross-bank direction target is audited but not selected until target-bank resolution is implemented
009,Hwang,forward_step_candidate,2261,2,2458,10068,(any:forward),direction,695916,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00b,Ivy,sidestep_down_candidate,1529,2,1509,9092,(any:down),direction,538844,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00b,Ivy,backstep_candidate,2063,2,1697,9280,(any:back),direction,629142,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00b,Ivy,forward_step_candidate,2063,2,1697,9280,(any:forward),direction,629232,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00b,Ivy,backstep_candidate,2064,2,2366,9949,(any:back),direction,629666,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00b,Ivy,forward_step_candidate,2064,2,2366,9949,(any:forward),direction,629756,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00b,Ivy,backstep_candidate,2197,2,2372,9955,(any:back),direction,669877,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00b,Ivy,forward_step_candidate,2197,2,2372,9955,(any:forward),direction,669974,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00b,Ivy,backstep_candidate,2199,2,2372,9955,(any:back),direction,670438,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00b,Ivy,forward_step_candidate,2199,2,2372,9955,(any:forward),direction,670535,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00b,Ivy,backstep_candidate,2253,2,2375,9958,(any:back),direction,684709,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00b,Ivy,forward_step_candidate,2254,2,2375,9958,(any:forward),direction,685075,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00b,Ivy,backstep_candidate,2292,2,2377,9960,(any:back),direction,694903,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00b,Ivy,forward_step_candidate,2294,2,2377,9960,(any:forward),direction,695700,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00c,Kilik,unknown_directional,539,1,540,4123,(motion ?),direction,440487,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00c,Kilik,sidestep_down_candidate,1472,2,1452,9092,(any:down),direction,477841,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00c,Kilik,backstep_candidate,2006,2,1640,9280,(any:back),direction,568139,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00c,Kilik,forward_step_candidate,2006,2,1640,9280,(any:forward),direction,568229,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00c,Kilik,backstep_candidate,2007,2,2309,9949,(any:back),direction,568663,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00c,Kilik,forward_step_candidate,2007,2,2309,9949,(any:forward),direction,568753,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00c,Kilik,backstep_candidate,2140,2,2315,9955,(any:back),direction,608874,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00c,Kilik,forward_step_candidate,2140,2,2315,9955,(any:forward),direction,608971,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00c,Kilik,backstep_candidate,2142,2,2315,9955,(any:back),direction,609435,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00c,Kilik,forward_step_candidate,2142,2,2315,9955,(any:forward),direction,609532,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00c,Kilik,backstep_candidate,2196,2,2318,9958,(any:back),direction,623706,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00c,Kilik,forward_step_candidate,2197,2,2318,9958,(any:forward),direction,624072,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00c,Kilik,backstep_candidate,2235,2,2320,9960,(any:back),direction,633900,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00c,Kilik,forward_step_candidate,2237,2,2320,9960,(any:forward),direction,634697,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,sidestep_down_candidate,1527,2,1507,9092,(any:down),direction,526360,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,backstep_candidate,2061,2,1695,9280,(any:back),direction,616658,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,forward_step_candidate,2061,2,1695,9280,(any:forward),direction,616748,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,backstep_candidate,2062,2,2364,9949,(any:back),direction,617182,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,forward_step_candidate,2062,2,2364,9949,(any:forward),direction,617272,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,backstep_candidate,2195,2,2370,9955,(any:back),direction,657393,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,forward_step_candidate,2195,2,2370,9955,(any:forward),direction,657490,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,backstep_candidate,2197,2,2370,9955,(any:back),direction,657954,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,forward_step_candidate,2197,2,2370,9955,(any:forward),direction,658051,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,backstep_candidate,2251,2,2373,9958,(any:back),direction,672225,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,forward_step_candidate,2252,2,2373,9958,(any:forward),direction,672591,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,backstep_candidate,2290,2,2375,9960,(any:back),direction,682419,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,forward_step_candidate,2292,2,2375,9960,(any:forward),direction,683216,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,sidestep_down_candidate,2643,3,2986,12844,(any:down),direction,837050,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,sidestep_down_candidate,2643,3,2986,12844,(any:down),direction,837456,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,backstep_candidate,2978,3,2979,12837,(any:back),direction,999279,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,forward_step_candidate,2978,3,2981,12839,(any:forward),direction,999327,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00d,Xianghua,forward_diagonal,2984,3,2985,12843,(forward+up),direction,1001491,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00f,Yoshimitsu,sidestep_down_candidate,1608,2,1588,9092,(any:down),direction,564239,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00f,Yoshimitsu,backstep_candidate,2142,2,1776,9280,(any:back),direction,654537,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00f,Yoshimitsu,forward_step_candidate,2142,2,1776,9280,(any:forward),direction,654627,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00f,Yoshimitsu,backstep_candidate,2143,2,2445,9949,(any:back),direction,655061,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00f,Yoshimitsu,forward_step_candidate,2143,2,2445,9949,(any:forward),direction,655151,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00f,Yoshimitsu,backstep_candidate,2276,2,2451,9955,(any:back),direction,695272,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00f,Yoshimitsu,forward_step_candidate,2276,2,2451,9955,(any:forward),direction,695369,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00f,Yoshimitsu,backstep_candidate,2278,2,2451,9955,(any:back),direction,695833,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00f,Yoshimitsu,forward_step_candidate,2278,2,2451,9955,(any:forward),direction,695930,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00f,Yoshimitsu,backstep_candidate,2332,2,2454,9958,(any:back),direction,710104,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00f,Yoshimitsu,forward_step_candidate,2333,2,2454,9958,(any:forward),direction,710470,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00f,Yoshimitsu,backstep_candidate,2371,2,2456,9960,(any:back),direction,720298,cross-bank direction target is audited but not selected until target-bank resolution is implemented
00f,Yoshimitsu,forward_step_candidate,2373,2,2456,9960,(any:forward),direction,721095,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_down_candidate,1504,2,1484,9092,(any:down),direction,517059,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,backstep_candidate,2038,2,1672,9280,(any:back),direction,607357,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,forward_step_candidate,2038,2,1672,9280,(any:forward),direction,607447,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,backstep_candidate,2039,2,2341,9949,(any:back),direction,607881,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,forward_step_candidate,2039,2,2341,9949,(any:forward),direction,607971,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,backstep_candidate,2172,2,2347,9955,(any:back),direction,648092,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,forward_step_candidate,2172,2,2347,9955,(any:forward),direction,648189,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,backstep_candidate,2174,2,2347,9955,(any:back),direction,648653,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,forward_step_candidate,2174,2,2347,9955,(any:forward),direction,648750,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,backstep_candidate,2228,2,2350,9958,(any:back),direction,662924,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,forward_step_candidate,2229,2,2350,9958,(any:forward),direction,663290,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,backstep_candidate,2267,2,2352,9960,(any:back),direction,673118,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,forward_step_candidate,2269,2,2352,9960,(any:forward),direction,673915,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_down_candidate,2953,3,3062,12943,(any:down),direction,990866,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_down_candidate,2953,3,3063,12944,(any:down),direction,990938,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_down_candidate,2953,3,3056,12937,(any:down),direction,991035,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_down_candidate,2953,3,3059,12940,(any:down),direction,991132,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_down_candidate,2953,3,3061,12942,(any:down),direction,991229,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_down_candidate,2953,3,3010,12891,(any:down),direction,991337,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_down_candidate,2953,3,3011,12892,(any:down),direction,991541,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_down_candidate,2953,3,3019,12900,(any:down),direction,991961,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_down_candidate,2953,3,3010,12891,(any:down),direction,992069,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_down_candidate,2953,3,3065,12946,(any:down),direction,992165,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_down_candidate,2953,3,3011,12892,(any:down),direction,992273,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_down_candidate,2953,3,3019,12900,(any:down),direction,992597,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_down_candidate,2953,3,3065,12946,(any:down),direction,992705,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,backstep_candidate,2967,3,2968,12849,(any:back),direction,997842,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,backstep_candidate,2977,3,2978,12859,(any:back),direction,1001126,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,forward_step_candidate,2977,3,2979,12860,(any:forward),direction,1001174,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,backstep_candidate,2981,3,2983,12864,(any:back),direction,1002680,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,backstep_candidate,2984,3,2985,12866,(any:back),direction,1004035,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,forward_step_candidate,2993,3,2994,12875,(any:forward),direction,1008296,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_up_candidate,3005,3,3006,12887,(any:up),direction,1012689,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_up_candidate,3007,3,3008,12889,(any:up),direction,1013477,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,backstep_candidate,3027,3,2983,12864,(any:back),direction,1022629,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,backstep_candidate,3033,3,3034,12915,(any:back),direction,1024852,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,forward_step_candidate,3047,3,3048,12929,(any:forward),direction,1030485,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,forward_step_candidate,3056,3,3058,12939,(any:forward),direction,1035397,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,backstep_candidate,3056,3,3057,12938,(any:back),direction,1035445,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,backstep_candidate,3074,3,3078,12959,(any:back),direction,1042546,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_up_candidate,3080,3,3062,12943,(any:up),direction,1044791,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,backstep_candidate,3080,3,3063,12944,(any:back),direction,1044867,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,forward_step_candidate,3080,3,3056,12937,(any:forward),direction,1044941,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,sidestep_up_candidate,3080,3,3059,12940,(any:up),direction,1045015,cross-bank direction target is audited but not selected until target-bank resolution is implemented
011,Nightmare,forward_step_candidate,3080,3,3061,12942,(any:forward),direction,1045089,cross-bank direction target is audited but not selected until target-bank resolution is implemented
012,Astaroth,sidestep_down_candidate,1534,2,1514,9092,(any:down),direction,570418,cross-bank direction target is audited but not selected until target-bank resolution is implemented
012,Astaroth,backstep_candidate,2068,2,1702,9280,(any:back),direction,660716,cross-bank direction target is audited but not selected until target-bank resolution is implemented
012,Astaroth,forward_step_candidate,2068,2,1702,9280,(any:forward),direction,660806,cross-bank direction target is audited but not selected until target-bank resolution is implemented
012,Astaroth,backstep_candidate,2069,2,2371,9949,(any:back),direction,661240,cross-bank direction target is audited but not selected until target-bank resolution is implemented
012,Astaroth,forward_step_candidate,2069,2,2371,9949,(any:forward),direction,661330,cross-bank direction target is audited but not selected until target-bank resolution is implemented
