cid,character,src_slot,dst_bank,dst_slot,movement_type,predicate_kind,predicate_text,predicate_args,raw_move_id,source_pc,callcond_idx,dst_animation_hex,dst_animation_length,dst_has_attack_cell,dst_mot_status,dst_mot_size,dst_mot_sha1,distance_tier,confidence,score,reason
001,Mitsurugi,406,0,433,sidestep_down_candidate,direction,(any:down),0x0006 0x0008,0x01B1,0x5C65C,0x07,0197,100.0,False,character_motion_section,2000,4369dcac51145bfa7d7bb73b2eadcad660f5e790,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,406,0,427,forward_diagonal,direction,(forward+up),0x0006 0x0600,0x01AB,0x5C674,0x07,01A1,100.0,False,character_motion_section,3528,0a256ec9cc92b9d32b38c7748b71c0029b3360aa,relative_authored_difference_no_exact_distance,inferred_static,88,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,406,0,424,eight_way_or_ambiguous,direction,(back+forward),0x0006 0x0300,0x01A8,0x5C68C,0x07,019C,100.0,True,character_motion_section,7784,0b3ca50c167649b6e1f2434e39fdb33baa2523af,relative_authored_difference_no_exact_distance,inferred_static_low,72,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,407,0,433,sidestep_down_candidate,direction,(any:down),0x0006 0x0008,0x01B1,0x5CA6B,0x07,0197,100.0,False,character_motion_section,2000,4369dcac51145bfa7d7bb73b2eadcad660f5e790,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,410,0,433,sidestep_down_candidate,direction,(any:down),0x0006 0x0008,0x01B1,0x5D0D9,0x07,0197,100.0,False,character_motion_section,2000,4369dcac51145bfa7d7bb73b2eadcad660f5e790,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,411,0,433,sidestep_down_candidate,direction,(any:down),0x0006 0x0008,0x01B1,0x5D1CB,0x07,0197,100.0,False,character_motion_section,2000,4369dcac51145bfa7d7bb73b2eadcad660f5e790,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,412,0,433,sidestep_down_candidate,direction,(any:down),0x0006 0x0008,0x01B1,0x5D4A4,0x07,0197,100.0,False,character_motion_section,2000,4369dcac51145bfa7d7bb73b2eadcad660f5e790,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,413,0,423,sidestep_up_candidate,direction,(any:up),0x0006 0x0004,0x01A7,0x5D61A,0x07,0316,100.0,True,character_motion_section,7184,edbe1abd9c02864225c7f0c353e2be45f992d597,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,413,0,422,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x01A6,0x5D632,0x07,02D0,100.0,True,character_motion_section,7600,d68d6a6e5190455888dc2bcf0d8ad4591bcbb7d6,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,413,0,418,backstep_candidate,direction,(any:back),0x0006 0x0001,0x01A2,0x5D64A,0x07,02DE,100.0,True,character_motion_section,5664,7f1c1c4422cd90a9bf7fc91b02220e2c26c03389,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,413,0,427,forward_diagonal,direction,(forward+up),0x0006 0x0600,0x01AB,0x5D662,0x07,01A1,100.0,False,character_motion_section,3528,0a256ec9cc92b9d32b38c7748b71c0029b3360aa,relative_authored_difference_no_exact_distance,inferred_static,88,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,413,0,424,eight_way_or_ambiguous,direction,(back+forward),0x0006 0x0300,0x01A8,0x5D67A,0x07,019C,100.0,True,character_motion_section,7784,0b3ca50c167649b6e1f2434e39fdb33baa2523af,relative_authored_difference_no_exact_distance,inferred_static_low,72,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,413,0,428,sidestep_down_candidate,direction,(any:down),0x0005 0x0008,0x01AC,0x5D6AA,0x07,01AF,100.0,False,character_motion_section,3936,904aa5c871e34f73346c02aa785930790cb9584c,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,414,0,423,sidestep_up_candidate,direction,(any:up),0x0006 0x0004,0x01A7,0x5D928,0x07,0316,100.0,True,character_motion_section,7184,edbe1abd9c02864225c7f0c353e2be45f992d597,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,414,0,422,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x01A6,0x5D940,0x07,02D0,100.0,True,character_motion_section,7600,d68d6a6e5190455888dc2bcf0d8ad4591bcbb7d6,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,414,0,418,backstep_candidate,direction,(any:back),0x0006 0x0001,0x01A2,0x5D958,0x07,02DE,100.0,True,character_motion_section,5664,7f1c1c4422cd90a9bf7fc91b02220e2c26c03389,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,414,0,427,forward_diagonal,direction,(forward+up),0x0006 0x0600,0x01AB,0x5D970,0x07,01A1,100.0,False,character_motion_section,3528,0a256ec9cc92b9d32b38c7748b71c0029b3360aa,relative_authored_difference_no_exact_distance,inferred_static,88,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,414,0,424,eight_way_or_ambiguous,direction,(back+forward),0x0006 0x0300,0x01A8,0x5D988,0x07,019C,100.0,True,character_motion_section,7784,0b3ca50c167649b6e1f2434e39fdb33baa2523af,relative_authored_difference_no_exact_distance,inferred_static_low,72,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,414,0,428,sidestep_down_candidate,direction,(any:down),0x0005 0x0008,0x01AC,0x5D9B8,0x07,01AF,100.0,False,character_motion_section,3936,904aa5c871e34f73346c02aa785930790cb9584c,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,415,0,423,sidestep_up_candidate,direction,(any:up),0x0006 0x0004,0x01A7,0x5DC4E,0x07,0316,100.0,True,character_motion_section,7184,edbe1abd9c02864225c7f0c353e2be45f992d597,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,415,0,422,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x01A6,0x5DC66,0x07,02D0,100.0,True,character_motion_section,7600,d68d6a6e5190455888dc2bcf0d8ad4591bcbb7d6,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,415,0,418,backstep_candidate,direction,(any:back),0x0006 0x0001,0x01A2,0x5DC7E,0x07,02DE,100.0,True,character_motion_section,5664,7f1c1c4422cd90a9bf7fc91b02220e2c26c03389,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,415,0,427,forward_diagonal,direction,(forward+up),0x0006 0x0600,0x01AB,0x5DC96,0x07,01A1,100.0,False,character_motion_section,3528,0a256ec9cc92b9d32b38c7748b71c0029b3360aa,relative_authored_difference_no_exact_distance,inferred_static,88,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,415,0,424,eight_way_or_ambiguous,direction,(back+forward),0x0006 0x0300,0x01A8,0x5DCAE,0x07,019C,100.0,True,character_motion_section,7784,0b3ca50c167649b6e1f2434e39fdb33baa2523af,relative_authored_difference_no_exact_distance,inferred_static_low,72,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,415,0,428,sidestep_down_candidate,direction,(any:down),0x0005 0x0008,0x01AC,0x5DCDE,0x07,01AF,100.0,False,character_motion_section,3936,904aa5c871e34f73346c02aa785930790cb9584c,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,416,0,423,sidestep_up_candidate,direction,(any:up),0x0006 0x0004,0x01A7,0x5DEE7,0x07,0316,100.0,True,character_motion_section,7184,edbe1abd9c02864225c7f0c353e2be45f992d597,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,416,0,422,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x01A6,0x5DEFF,0x07,02D0,100.0,True,character_motion_section,7600,d68d6a6e5190455888dc2bcf0d8ad4591bcbb7d6,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,416,0,418,backstep_candidate,direction,(any:back),0x0006 0x0001,0x01A2,0x5DF17,0x07,02DE,100.0,True,character_motion_section,5664,7f1c1c4422cd90a9bf7fc91b02220e2c26c03389,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,416,0,427,forward_diagonal,direction,(forward+up),0x0006 0x0600,0x01AB,0x5DF2F,0x07,01A1,100.0,False,character_motion_section,3528,0a256ec9cc92b9d32b38c7748b71c0029b3360aa,relative_authored_difference_no_exact_distance,inferred_static,88,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,416,0,424,eight_way_or_ambiguous,direction,(back+forward),0x0006 0x0300,0x01A8,0x5DF47,0x07,019C,100.0,True,character_motion_section,7784,0b3ca50c167649b6e1f2434e39fdb33baa2523af,relative_authored_difference_no_exact_distance,inferred_static_low,72,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,416,0,428,sidestep_down_candidate,direction,(any:down),0x0005 0x0008,0x01AC,0x5DF77,0x07,01AF,100.0,False,character_motion_section,3936,904aa5c871e34f73346c02aa785930790cb9584c,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,417,0,433,sidestep_down_candidate,direction,(any:down),0x0006 0x0008,0x01B1,0x5E0F0,0x07,0197,100.0,False,character_motion_section,2000,4369dcac51145bfa7d7bb73b2eadcad660f5e790,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,418,0,419,backstep_candidate,direction,(any:back),0x0020 0x0001 0x0014,0x01A3,0x5E369,0x07,028D,100.0,False,character_motion_section,3544,1758195a668f4cc136449d5e2d9fa75aa369cf6d,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,418,0,418,backstep_candidate,direction,(any:back),0x0006 0x0001,0x01A2,0x5E3D9,0x07,02DE,100.0,True,character_motion_section,5664,7f1c1c4422cd90a9bf7fc91b02220e2c26c03389,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,418,0,420,backstep_candidate,direction,(any:back),0x0006 0x0001,0x01A4,0x5E41F,0x07,019D,100.0,True,character_motion_section,4280,2a549796cd2c19d32599a0cdeeb0f619b64cb004,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
