cid,character,movement_type,route_kind,frame,local_x,local_y,local_z,delta_x,delta_y,delta_z,cumulative_x,cumulative_y,cumulative_z,primary_distance,secondary_distance,source_channel,root_decode_confidence
001,Mitsurugi,backstep_candidate,trusted_basic,12,0.03200000151991844,0.0,-0.12700000603217632,-0.0020000000949949026,0.0,-0.01500000071246177,0.03200000151991844,0.0,-0.12700000603217632,0.12700000603217632,0.03200000151991844,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,13,0.029000001377426088,0.0,-0.14000000664964318,-0.003000000142492354,0.0,-0.013000000617466867,0.029000001377426088,0.0,-0.14000000664964318,0.14000000664964318,0.029000001377426088,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,14,0.026000001234933734,0.0,-0.15100000717211515,-0.003000000142492354,0.0,-0.011000000522471964,0.026000001234933734,0.0,-0.15100000717211515,0.15100000717211515,0.026000001234933734,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,15,0.02400000113993883,0.0,-0.1600000075995922,-0.0020000000949949026,0.0,-0.009000000427477062,0.02400000113993883,0.0,-0.1600000075995922,0.1600000075995922,0.02400000113993883,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,16,0.02200000104494393,0.0,-0.16700000793207437,-0.0020000000949949026,0.0,-0.007000000332482159,0.02200000104494393,0.0,-0.16700000793207437,0.16700000793207437,0.02200000104494393,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,17,0.02200000104494393,0.0,-0.17200000816956162,0.0,0.0,-0.0050000002374872565,0.02200000104494393,0.0,-0.17200000816956162,0.17200000816956162,0.02200000104494393,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,18,0.02200000104494393,0.0,-0.17600000835955143,0.0,0.0,-0.004000000189989805,0.02200000104494393,0.0,-0.17600000835955143,0.17600000835955143,0.02200000104494393,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,19,0.02300000109244138,0.0,-0.17900000850204378,0.0010000000474974513,0.0,-0.003000000142492354,0.02300000109244138,0.0,-0.17900000850204378,0.17900000850204378,0.02300000109244138,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,20,0.02400000113993883,0.0,-0.18000000854954123,0.0010000000474974513,0.0,-0.0010000000474974513,0.02400000113993883,0.0,-0.18000000854954123,0.18000000854954123,0.02400000113993883,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,21,0.027000001282431185,0.0,-0.17900000850204378,0.003000000142492354,0.0,0.0010000000474974513,0.027000001282431185,0.0,-0.17900000850204378,0.17900000850204378,0.027000001282431185,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,22,0.029000001377426088,0.0,-0.17900000850204378,0.0020000000949949026,0.0,0.0,0.029000001377426088,0.0,-0.17900000850204378,0.17900000850204378,0.029000001377426088,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,23,0.03100000147242099,0.0,-0.17700000840704888,0.0020000000949949026,0.0,0.0020000000949949026,0.03100000147242099,0.0,-0.17700000840704888,0.17700000840704888,0.03100000147242099,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,24,0.03300000156741589,0.0,-0.17500000831205398,0.0020000000949949026,0.0,0.0020000000949949026,0.03300000156741589,0.0,-0.17500000831205398,0.17500000831205398,0.03300000156741589,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,25,0.034000001614913344,0.0,-0.17300000821705908,0.0010000000474974513,0.0,0.0020000000949949026,0.034000001614913344,0.0,-0.17300000821705908,0.17300000821705908,0.034000001614913344,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,26,0.034000001614913344,0.0,-0.17000000807456672,0.0,0.0,0.003000000142492354,0.034000001614913344,0.0,-0.17000000807456672,0.17000000807456672,0.034000001614913344,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,27,0.034000001614913344,0.0,-0.16700000793207437,0.0,0.0,0.003000000142492354,0.034000001614913344,0.0,-0.16700000793207437,0.16700000793207437,0.034000001614913344,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,28,0.034000001614913344,0.0,-0.16400000778958201,0.0,0.0,0.003000000142492354,0.034000001614913344,0.0,-0.16400000778958201,0.16400000778958201,0.034000001614913344,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,29,0.03300000156741589,0.0,-0.1600000075995922,-0.0010000000474974513,0.0,0.004000000189989805,0.03300000156741589,0.0,-0.1600000075995922,0.1600000075995922,0.03300000156741589,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,30,0.03300000156741589,0.0,-0.15700000745709985,0.0,0.0,0.003000000142492354,0.03300000156741589,0.0,-0.15700000745709985,0.15700000745709985,0.03300000156741589,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,31,0.03200000151991844,0.0,-0.1540000073146075,-0.0010000000474974513,0.0,0.003000000142492354,0.03200000151991844,0.0,-0.1540000073146075,0.1540000073146075,0.03200000151991844,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,32,0.03200000151991844,0.0,-0.15100000717211515,0.0,0.0,0.003000000142492354,0.03200000151991844,0.0,-0.15100000717211515,0.15100000717211515,0.03200000151991844,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,33,0.03100000147242099,0.0,-0.1480000070296228,-0.0010000000474974513,0.0,0.003000000142492354,0.03100000147242099,0.0,-0.1480000070296228,0.1480000070296228,0.03100000147242099,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,34,0.03100000147242099,0.0,-0.1460000069346279,0.0,0.0,0.0020000000949949026,0.03100000147242099,0.0,-0.1460000069346279,0.1460000069346279,0.03100000147242099,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,35,0.03000000142492354,0.0,-0.144000006839633,-0.0010000000474974513,0.0,0.0020000000949949026,0.03000000142492354,0.0,-0.144000006839633,0.144000006839633,0.03000000142492354,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,36,0.03000000142492354,0.0,-0.14300000679213554,0.0,0.0,0.0010000000474974513,0.03000000142492354,0.0,-0.14300000679213554,0.14300000679213554,0.03000000142492354,0x14,high
001,Mitsurugi,backstep_candidate,trusted_basic,37,0.029000001377426088,0.0,-0.14300000679213554,-0.0010000000474974513,0.0,0.0,0.029000001377426088,0.0,-0.14300000679213554,0.14300000679213554,0.029000001377426088,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,0,-0.06400000303983688,0.0,0.29300001391675323,-0.06400000303983688,0.0,0.29300001391675323,-0.06400000303983688,0.0,0.29300001391675323,0.2999083335693037,0.06400000303983688,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,1,-0.06700000318232924,0.0,0.34200001624412835,-0.003000000142492354,0.0,0.049000002327375114,-0.06700000318232924,0.0,0.34200001624412835,0.34850109259142387,0.06700000318232924,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,2,-0.06900000327732414,0.0,0.3860000183340162,-0.0020000000949949026,0.0,0.04400000208988786,-0.06900000327732414,0.0,0.3860000183340162,0.392118623130975,0.06900000327732414,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,3,-0.06800000322982669,0.0,0.42800002032890916,0.0010000000474974513,0.0,0.042000001994892955,-0.06800000322982669,0.0,0.42800002032890916,0.43336822430907773,0.06800000322982669,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,4,-0.06700000318232924,0.0,0.46900002227630466,0.0010000000474974513,0.0,0.041000001947395504,-0.06700000318232924,0.0,0.46900002227630466,0.47376156589745266,0.06700000318232924,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,5,-0.06400000303983688,0.0,0.5120000243186951,0.003000000142492354,0.0,0.043000002042390406,-0.06400000303983688,0.0,0.5120000243186951,0.5159845203990556,0.06400000303983688,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,6,-0.06000000284984708,0.0,0.554000026313588,0.004000000189989805,0.0,0.042000001994892955,-0.06000000284984708,0.0,0.554000026313588,0.5572396517634383,0.06000000284984708,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,7,-0.05500000261235982,0.0,0.596000028308481,0.0050000002374872565,0.0,0.042000001994892955,-0.05500000261235982,0.0,0.596000028308481,0.5985324001514619,0.05500000261235982,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,8,-0.05100000242237002,0.0,0.6380000303033739,0.004000000189989805,0.0,0.042000001994892955,-0.05100000242237002,0.0,0.6380000303033739,0.6400351856844965,0.05100000242237002,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,9,-0.04600000218488276,0.0,0.6800000322982669,0.0050000002374872565,0.0,0.042000001994892955,-0.04600000218488276,0.0,0.6800000322982669,0.6815541388082484,0.04600000218488276,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,10,-0.04000000189989805,0.0,0.7200000341981649,0.006000000284984708,0.0,0.04000000189989805,-0.04000000189989805,0.0,0.7200000341981649,0.721110289343697,0.04000000189989805,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,11,-0.035000001662410796,0.0,0.7590000360505655,0.0050000002374872565,0.0,0.0390000018524006,-0.035000001662410796,0.0,0.7590000360505655,0.7598065904170143,0.035000001662410796,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,12,-0.03000000142492354,0.0,0.7960000378079712,0.0050000002374872565,0.0,0.0370000017574057,-0.03000000142492354,0.0,0.7960000378079712,0.7965651638603003,0.03000000142492354,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,13,-0.025000001187436283,0.0,0.831000039470382,0.0050000002374872565,0.0,0.035000001662410796,-0.025000001187436283,0.0,0.831000039470382,0.8313760073872402,0.025000001187436283,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,14,-0.021000000997446477,0.0,0.8640000410377979,0.004000000189989805,0.0,0.03300000156741589,-0.021000000997446477,0.0,0.8640000410377979,0.8642552117026597,0.021000000997446477,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,15,-0.017000000807456672,0.0,0.8940000424627215,0.004000000189989805,0.0,0.03000000142492354,-0.017000000807456672,0.0,0.8940000424627215,0.8941616609712146,0.017000000807456672,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,16,-0.013000000617466867,0.0,0.9200000436976552,0.004000000189989805,0.0,0.026000001234933734,-0.013000000617466867,0.0,0.9200000436976552,0.920091886943767,0.013000000617466867,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,17,-0.010000000474974513,0.0,0.9420000447425991,0.003000000142492354,0.0,0.02200000104494393,-0.010000000474974513,0.0,0.9420000447425991,0.9420531218060679,0.010000000474974513,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,18,-0.00800000037997961,0.0,0.9580000455025584,0.0020000000949949026,0.0,0.01600000075995922,-0.00800000037997961,0.0,0.9580000455025584,0.9580334478445852,0.00800000037997961,0x14,high
001,Mitsurugi,eight_way_or_ambiguous,trusted_basic,19,-0.006000000284984708,0.0,0.9720000461675227,0.0020000000949949026,0.0,0.014000000664964318,-0.006000000284984708,0.0,0.9720000461675227,0.9720185645105169,0.006000000284984708,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,1,-0.0010000000474974513,0.0,0.006000000284984708,-0.0010000000474974513,0.0,0.006000000284984708,-0.0010000000474974513,0.0,0.006000000284984708,0.0060827628192139365,0.0010000000474974513,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,2,-0.003000000142492354,0.0,0.01600000075995922,-0.0020000000949949026,0.0,0.010000000474974513,-0.003000000142492354,0.0,0.01600000075995922,0.016278821369302195,0.003000000142492354,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,3,-0.0050000002374872565,0.0,0.029000001377426088,-0.0020000000949949026,0.0,0.013000000617466867,-0.0050000002374872565,0.0,0.029000001377426088,0.029427879336873523,0.0050000002374872565,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,4,-0.00800000037997961,0.0,0.04700000223238021,-0.003000000142492354,0.0,0.018000000854954123,-0.00800000037997961,0.0,0.04700000223238021,0.04767599202872887,0.00800000037997961,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,5,-0.012000000569969416,0.0,0.06700000318232924,-0.004000000189989805,0.0,0.020000000949949026,-0.012000000569969416,0.0,0.06700000318232924,0.06806614753393492,0.012000000569969416,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,6,-0.017000000807456672,0.0,0.09300000441726297,-0.0050000002374872565,0.0,0.026000001234933734,-0.017000000807456672,0.0,0.09300000441726297,0.0945410008888443,0.017000000807456672,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,7,-0.02200000104494393,0.0,0.12200000579468906,-0.0050000002374872565,0.0,0.029000001377426088,-0.02200000104494393,0.0,0.12200000579468906,0.12396774362664546,0.02200000104494393,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,8,-0.029000001377426088,0.0,0.1560000074096024,-0.007000000332482159,0.0,0.034000001614913344,-0.029000001377426088,0.0,0.1560000074096024,0.15867262647251643,0.029000001377426088,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,9,-0.035000001662410796,0.0,0.1930000091670081,-0.006000000284984708,0.0,0.0370000017574057,-0.035000001662410796,0.0,0.1930000091670081,0.1961479126955828,0.035000001662410796,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,10,-0.043000002042390406,0.0,0.23500001116190106,-0.00800000037997961,0.0,0.042000001994892955,-0.043000002042390406,0.0,0.23500001116190106,0.23890166475296734,0.043000002042390406,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,11,-0.05100000242237002,0.0,0.2870000136317685,-0.00800000037997961,0.0,0.05200000246986747,-0.05100000242237002,0.0,0.2870000136317685,0.2914961544715763,0.05100000242237002,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,12,-0.06000000284984708,0.0,0.35200001671910286,-0.009000000427477062,0.0,0.06500000308733433,-0.06000000284984708,0.0,0.35200001671910286,0.35707703946379743,0.06000000284984708,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,13,-0.06900000327732414,0.0,0.4250000201864168,-0.009000000427477062,0.0,0.07300000346731395,-0.06900000327732414,0.0,0.4250000201864168,0.4305647658723661,0.06900000327732414,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,14,-0.07900000375229865,0.0,0.5000000237487257,-0.010000000474974513,0.0,0.07500000356230885,-0.07900000375229865,0.0,0.5000000237487257,0.5062025526818187,0.07900000375229865,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,15,-0.08700000413227826,0.0,0.5730000272160396,-0.00800000037997961,0.0,0.07300000346731395,-0.08700000413227826,0.0,0.5730000272160396,0.5795671073383983,0.08700000413227826,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,16,-0.09500000451225787,0.0,0.636000030208379,-0.00800000037997961,0.0,0.06300000299233943,-0.09500000451225787,0.0,0.636000030208379,0.6430560156645672,0.09500000451225787,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,17,-0.10200000484474003,0.0,0.687000032630749,-0.007000000332482159,0.0,0.05100000242237002,-0.10200000484474003,0.0,0.687000032630749,0.6945308098442986,0.10200000484474003,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,18,-0.10800000512972474,0.0,0.7190000341506675,-0.006000000284984708,0.0,0.03200000151991844,-0.10800000512972474,0.0,0.7190000341506675,0.7270660562952184,0.10800000512972474,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,19,-0.113000005367212,0.0,0.7350000349106267,-0.0050000002374872565,0.0,0.01600000075995922,-0.113000005367212,0.0,0.7350000349106267,0.7436356988012426,0.113000005367212,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,20,-0.1170000055572018,0.0,0.7410000351956114,-0.004000000189989805,0.0,0.006000000284984708,-0.1170000055572018,0.0,0.7410000351956114,0.7501800140368194,0.1170000055572018,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,21,-0.12100000574719161,0.0,0.740000035148114,-0.004000000189989805,0.0,-0.0010000000474974513,-0.12100000574719161,0.0,0.740000035148114,0.7498273490677906,0.12100000574719161,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,22,-0.12400000588968396,0.0,0.7300000346731395,-0.003000000142492354,0.0,-0.010000000474974513,-0.12400000588968396,0.0,0.7300000346731395,0.7404566510494902,0.12400000588968396,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,23,-0.12600000598467886,0.0,0.7150000339606777,-0.0020000000949949026,0.0,-0.01500000071246177,-0.12600000598467886,0.0,0.7150000339606777,0.7260172519106618,0.12600000598467886,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,24,-0.12900000612717122,0.0,0.6970000331057236,-0.003000000142492354,0.0,-0.018000000854954123,-0.12900000612717122,0.0,0.6970000331057236,0.7088371094477136,0.12900000612717122,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,25,-0.13000000617466867,0.0,0.6730000319657847,-0.0010000000474974513,0.0,-0.02400000113993883,-0.13000000617466867,0.0,0.6730000319657847,0.6854407666832789,0.13000000617466867,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,26,-0.13100000622216612,0.0,0.647000030730851,-0.0010000000474974513,0.0,-0.026000001234933734,-0.13100000622216612,0.0,0.647000030730851,0.6601288066702814,0.13100000622216612,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,27,-0.13200000626966357,0.0,0.6200000294484198,-0.0010000000474974513,0.0,-0.027000001282431185,-0.13200000626966357,0.0,0.6200000294484198,0.6338959206141278,0.13200000626966357,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,28,-0.13300000631716102,0.0,0.5940000282134861,-0.0010000000474974513,0.0,-0.026000001234933734,-0.13300000631716102,0.0,0.5940000282134861,0.6087076763093983,0.13300000631716102,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,29,-0.13300000631716102,0.0,0.5680000269785523,0.0,0.0,-0.026000001234933734,-0.13300000631716102,0.0,0.5680000269785523,0.5833635507365892,0.13300000631716102,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,30,-0.13400000636465847,0.0,0.5440000258386135,-0.0010000000474974513,0.0,-0.02400000113993883,-0.13400000636465847,0.0,0.5440000258386135,0.5602606802356744,0.13400000636465847,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,31,-0.13400000636465847,0.0,0.5240000248886645,0.0,0.0,-0.020000000949949026,-0.13400000636465847,0.0,0.5240000248886645,0.5408623002105523,0.13400000636465847,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,32,-0.13300000631716102,0.0,0.5070000240812078,0.0010000000474974513,0.0,-0.017000000807456672,-0.13300000631716102,0.0,0.5070000240812078,0.5241545822548059,0.13300000631716102,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,33,-0.13300000631716102,0.0,0.4970000236062333,0.0,0.0,-0.010000000474974513,-0.13300000631716102,0.0,0.4970000236062333,0.514488119537236,0.13300000631716102,0x14,high
001,Mitsurugi,forward_diagonal,trusted_basic,34,-0.13300000631716102,0.0,0.4930000234162435,0.0,0.0,-0.004000000189989805,-0.13300000631716102,0.0,0.4930000234162435,0.5106251313525232,0.13300000631716102,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,0,-0.009000000427477062,0.0,0.009000000427477062,-0.009000000427477062,0.0,0.009000000427477062,-0.009000000427477062,0.0,0.009000000427477062,0.009000000427477062,0.009000000427477062,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,1,-0.01600000075995922,0.0,0.018000000854954123,-0.007000000332482159,0.0,0.009000000427477062,-0.01600000075995922,0.0,0.018000000854954123,0.018000000854954123,0.01600000075995922,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,2,-0.02300000109244138,0.0,0.028000001329928637,-0.007000000332482159,0.0,0.010000000474974513,-0.02300000109244138,0.0,0.028000001329928637,0.028000001329928637,0.02300000109244138,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,3,-0.03100000147242099,0.0,0.0390000018524006,-0.00800000037997961,0.0,0.011000000522471964,-0.03100000147242099,0.0,0.0390000018524006,0.0390000018524006,0.03100000147242099,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,4,-0.03600000170990825,0.0,0.04600000218488276,-0.0050000002374872565,0.0,0.007000000332482159,-0.03600000170990825,0.0,0.04600000218488276,0.04600000218488276,0.03600000170990825,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,5,-0.042000001994892955,0.0,0.049000002327375114,-0.006000000284984708,0.0,0.003000000142492354,-0.042000001994892955,0.0,0.049000002327375114,0.049000002327375114,0.042000001994892955,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,6,-0.04500000213738531,0.0,0.05100000242237002,-0.003000000142492354,0.0,0.0020000000949949026,-0.04500000213738531,0.0,0.05100000242237002,0.05100000242237002,0.04500000213738531,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,7,-0.04800000227987766,0.0,0.05500000261235982,-0.003000000142492354,0.0,0.004000000189989805,-0.04800000227987766,0.0,0.05500000261235982,0.05500000261235982,0.04800000227987766,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,8,-0.049000002327375114,0.0,0.06000000284984708,-0.0010000000474974513,0.0,0.0050000002374872565,-0.049000002327375114,0.0,0.06000000284984708,0.06000000284984708,0.049000002327375114,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,9,-0.04800000227987766,0.0,0.06200000294484198,0.0010000000474974513,0.0,0.0020000000949949026,-0.04800000227987766,0.0,0.06200000294484198,0.06200000294484198,0.04800000227987766,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,10,-0.04500000213738531,0.0,0.05900000280234963,0.003000000142492354,0.0,-0.003000000142492354,-0.04500000213738531,0.0,0.05900000280234963,0.05900000280234963,0.04500000213738531,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,11,-0.041000001947395504,0.0,0.05200000246986747,0.004000000189989805,0.0,-0.007000000332482159,-0.041000001947395504,0.0,0.05200000246986747,0.05200000246986747,0.041000001947395504,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,12,-0.03600000170990825,0.0,0.042000001994892955,0.0050000002374872565,0.0,-0.010000000474974513,-0.03600000170990825,0.0,0.042000001994892955,0.042000001994892955,0.03600000170990825,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,13,-0.029000001377426088,0.0,0.03100000147242099,0.007000000332482159,0.0,-0.011000000522471964,-0.029000001377426088,0.0,0.03100000147242099,0.03100000147242099,0.029000001377426088,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,14,-0.021000000997446477,0.0,0.01500000071246177,0.00800000037997961,0.0,-0.01600000075995922,-0.021000000997446477,0.0,0.01500000071246177,0.01500000071246177,0.021000000997446477,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,15,-0.012000000569969416,0.0,-0.004000000189989805,0.009000000427477062,0.0,-0.019000000902451575,-0.012000000569969416,0.0,-0.004000000189989805,0.004000000189989805,0.012000000569969416,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,16,-0.003000000142492354,0.0,-0.028000001329928637,0.009000000427477062,0.0,-0.02400000113993883,-0.003000000142492354,0.0,-0.028000001329928637,0.028000001329928637,0.003000000142492354,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,17,0.006000000284984708,0.0,-0.05900000280234963,0.009000000427477062,0.0,-0.03100000147242099,0.006000000284984708,0.0,-0.05900000280234963,0.05900000280234963,0.006000000284984708,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,18,0.017000000807456672,0.0,-0.09600000455975533,0.011000000522471964,0.0,-0.0370000017574057,0.017000000807456672,0.0,-0.09600000455975533,0.09600000455975533,0.017000000807456672,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,19,0.027000001282431185,0.0,-0.13900000660214573,0.010000000474974513,0.0,-0.043000002042390406,0.027000001282431185,0.0,-0.13900000660214573,0.13900000660214573,0.027000001282431185,0x14,high
001,Mitsurugi,forward_step_candidate,trusted_basic,20,0.03800000180490315,0.0,-0.1810000085970387,0.011000000522471964,0.0,-0.042000001994892955,0.03800000180490315,0.0,-0.1810000085970387,0.1810000085970387,0.03800000180490315,0x14,high
