cid,character,movement_type,src_slot,dst_slot,frame,edge_dst_bank,edge_dst_slot,predicate_text,recovery_role,dst_cell_role_summary,confidence,reason
001,Mitsurugi,sidestep_up_candidate,404,405,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
001,Mitsurugi,sidestep_up_candidate,2885,422,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
001,Mitsurugi,sidestep_up_candidate,2886,422,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
001,Mitsurugi,sidestep_up_candidate,2892,400,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,backstep_candidate,258,259,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,backstep_candidate,267,270,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,backstep_candidate,283,284,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,backstep_candidate,343,344,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,backstep_candidate,443,455,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,backstep_candidate,1949,1583,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,backstep_candidate,1950,2252,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,backstep_candidate,2083,2258,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,backstep_candidate,2085,2258,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,backstep_candidate,2139,2261,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,backstep_candidate,2178,2263,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,eight_way_or_ambiguous,161,164,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,eight_way_or_ambiguous,312,316,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,eight_way_or_ambiguous,2859,430,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,eight_way_or_ambiguous,2859,431,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,eight_way_or_ambiguous,2860,434,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,eight_way_or_ambiguous,2860,435,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_diagonal,392,393,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_diagonal,397,398,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_diagonal,399,400,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_diagonal,2859,432,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_diagonal,2860,436,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,258,260,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,274,275,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,335,336,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,358,359,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,378,379,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,443,453,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,1949,1583,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,168,402,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,311,313,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,412,413,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,413,414,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,453,454,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,1950,2252,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,2083,2258,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,2085,2258,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,2140,2261,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,forward_step_candidate,2180,2263,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,sidestep_down_candidate,358,360,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,sidestep_down_candidate,448,6,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,sidestep_down_candidate,1415,1395,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,sidestep_down_candidate,2531,448,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,sidestep_down_candidate,2531,448,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,sidestep_down_candidate,2856,390,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,sidestep_down_candidate,2856,390,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,sidestep_down_candidate,2856,397,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
002,Seong Mi-na,sidestep_up_candidate,383,384,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,back_diagonal,486,493,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,back_diagonal,526,430,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,back_diagonal,305,430,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,back_diagonal,369,430,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,back_diagonal,378,430,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,back_diagonal,416,430,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,273,274,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,289,290,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,483,495,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,483,498,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,484,486,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,484,495,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,484,498,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,485,486,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,485,495,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,485,498,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,516,519,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,517,520,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,526,530,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,526,530,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,559,569,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,569,570,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,271,520,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,272,519,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,305,530,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,305,530,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,338,486,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,338,495,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,338,498,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,340,486,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,340,495,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,340,498,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,369,530,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,369,530,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,378,530,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,378,530,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,412,415,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,414,415,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,416,530,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,416,530,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,418,520,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,419,519,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,452,454,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,453,454,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,523,415,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,525,415,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,534,536,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,549,520,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,550,519,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2978,470,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2978,486,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2978,495,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2978,498,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2979,470,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2979,486,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2979,495,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2979,498,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2981,507,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2984,544,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2071,1705,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2072,2374,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2205,2380,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2207,2380,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2261,2383,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,backstep_candidate,2300,2385,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,eight_way_or_ambiguous,161,164,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,eight_way_or_ambiguous,2978,479,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,eight_way_or_ambiguous,2979,479,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_diagonal,327,329,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_diagonal,374,378,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_diagonal,486,526,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_diagonal,526,527,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_diagonal,559,573,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_diagonal,304,305,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_diagonal,305,527,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_diagonal,367,369,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_diagonal,369,527,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_diagonal,375,378,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_diagonal,376,378,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_diagonal,378,527,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_diagonal,416,527,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_diagonal,2978,480,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_diagonal,2979,480,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_step_candidate,273,277,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_step_candidate,289,293,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_step_candidate,293,296,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_step_candidate,483,487,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_step_candidate,483,501,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_step_candidate,483,501,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_step_candidate,484,487,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_step_candidate,484,501,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_step_candidate,484,501,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_step_candidate,485,487,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_step_candidate,485,501,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
003,Taki,forward_step_candidate,485,501,,,,,unknown_from_static_bytecode,,unknown,no static frame edges found
