cid,character,movement_type,trust_status,src_slot,dst_slot,animation_hex,distance_f4,distance_f8,distance_f12,distance_f16,total_distance,earliest_return_or_guard_frame,earliest_attack_cancel_frame,earliest_stance_return_frame,earliest_unresolved_recovery_frame,recovery_trust_status,recovery_trust_confidence,target_character,target_bank_kind,route_resolution_status,trust_score,trust_reason,recovery_status,caveat
002,Seong Mi-na,forward_diagonal,unresolved,392,393,02EE,0.06113100976587872,0.11992081289801919,0.1621141650089871,0.33811981731376306,,,,,,unknown_from_static_bytecode,unknown,Seong Mi-na,local,resolved_local,148,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
002,Seong Mi-na,forward_step_candidate,unresolved,258,260,0006,0.08800000417977571,0.12400000588968396,0.1560000074096024,0.22500001068692654,,,,,,unknown_from_static_bytecode,unknown,Seong Mi-na,local,resolved_local,155,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
002,Seong Mi-na,sidestep_down_candidate,trusted_basic,358,360,016F,0.0020000000949949026,0.007000000332482159,0.03600000170990825,0.07300000346731395,0.4420000209938735,,,,,unknown_from_static_bytecode,unknown,Seong Mi-na,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
002,Seong Mi-na,sidestep_up_candidate,unresolved,383,384,002D,0.0,0.0,0.0,0.0,,,,,,unknown_from_static_bytecode,unknown,Seong Mi-na,local,resolved_local,155,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
003,Taki,back_diagonal,trusted_basic,486,493,01A8,0.144000006839633,0.3180000151041895,0.44500002113636583,0.4870000231312588,0.49200002336874604,,,,,unknown_from_static_bytecode,unknown,Taki,local,resolved_local,198,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
003,Taki,backstep_candidate,unresolved,273,274,01AC,0.1110000052722171,0.25800001225434244,0.4150000197114423,0.6350000301608816,,,,,,unknown_from_static_bytecode,unknown,Taki,local,resolved_local,155,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
003,Taki,eight_way_or_ambiguous,measured_but_not_basic,161,164,0139,0.3650000173365697,0.6580007911313397,0.9150137045610214,1.1000655048484678,,,,,,unknown_from_static_bytecode,unknown,Taki,local,resolved_local,132,source is not proven neutral or stance-root basic movement,unknown_from_static_bytecode,source is not proven neutral or stance-root basic movement
003,Taki,forward_diagonal,trusted_basic,327,329,0264,0.26600001263432205,0.6260000297334045,1.02800004882738,1.4110000670189038,2.632000125013292,,,,,unknown_from_static_bytecode,unknown,Taki,local,resolved_local,198,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
003,Taki,forward_step_candidate,unresolved,273,277,01B9,0.03300000156741589,0.10300000489223748,0.25800001225434244,0.44700002123136073,,,,,,unknown_from_static_bytecode,unknown,Taki,local,resolved_local,155,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
003,Taki,sidestep_down_candidate,trusted_basic,316,447,0145,0.007000000332482159,0.021000000997446477,0.0390000018524006,0.05600000265985727,0.0800000037997961,,,,,unknown_from_static_bytecode,unknown,Taki,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
003,Taki,sidestep_up_candidate,unresolved,284,285,0210,0.0720000034198165,0.007000000332482159,0.09800000465475023,0.16300000774208456,,,,,,unknown_from_static_bytecode,unknown,Taki,local,resolved_local,155,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
004,Maxi,back_diagonal,unresolved,324,333,00F1,0.1540000073146075,0.2810000133467838,0.3990012720824068,0.5090039534343077,,,,,,unknown_from_static_bytecode,unknown,Maxi,local,resolved_local,148,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
004,Maxi,backstep_candidate,trusted_basic,266,267,0283,0.04800000227987766,0.06600000313483179,0.025000001187436283,0.011000000522471964,0.06900000327732414,,,,,unknown_from_static_bytecode,unknown,Maxi,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
004,Maxi,eight_way_or_ambiguous,trusted_basic,161,164,00D7,0.12264176054190662,0.2546625338770989,0.40478761785064543,0.5321353464105887,0.6690000317757949,,,,,unknown_from_static_bytecode,unknown,Maxi,local,resolved_local,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
004,Maxi,forward_diagonal,unresolved,344,345,009A,0.11400000541470945,0.1170000055572018,0.06400000303983688,0.10500000498723239,,,,,,unknown_from_static_bytecode,unknown,Maxi,local,resolved_local,148,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
004,Maxi,forward_step_candidate,unresolved,264,265,00FB,0.0,0.0,0.0,0.0,,,,,,unknown_from_static_bytecode,unknown,Maxi,local,resolved_local,155,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
004,Maxi,sidestep_down_candidate,trusted_basic,257,259,0066,0.0020000000949949026,0.00800000037997961,0.01500000071246177,0.02300000109244138,0.04000000189989805,,,,,unknown_from_static_bytecode,unknown,Maxi,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
004,Maxi,sidestep_up_candidate,unresolved,298,302,0064,0.00800000037997961,0.020000000949949026,0.08500000403728336,0.1870000088820234,,,,,,unknown_from_static_bytecode,unknown,Maxi,local,resolved_local,155,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
005,Voldo,back_diagonal,measured_but_not_basic,488,504,0307,0.0,0.0,0.0,0.0,,,,,,unknown_from_static_bytecode,unknown,Voldo,local,resolved_local,148,source is not proven neutral or stance-root basic movement,unknown_from_static_bytecode,source is not proven neutral or stance-root basic movement
005,Voldo,backstep_candidate,unresolved,256,257,00F7,0.07300000346731395,0.24800001177936792,0.6130000291159377,1.110000052722171,,,,,,unknown_from_static_bytecode,unknown,Voldo,local,resolved_local,155,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
005,Voldo,eight_way_or_ambiguous,trusted_basic,161,164,00E7,0.07100000337231904,0.11600000550970435,0.16800000797957182,0.2220000105444342,0.43200002051889896,,,,,unknown_from_static_bytecode,unknown,Voldo,local,resolved_local,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
005,Voldo,forward_diagonal,trusted_basic,3038,554,02B3,0.2149814047548753,0.4362316105893066,0.6112094857640149,0.7164586860120544,1.1070000525796786,,,,,unknown_from_static_bytecode,unknown,Voldo,local,resolved_local,198,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
005,Voldo,forward_step_candidate,trusted_basic,287,289,021E,0.019000000902451575,0.06600000313483179,0.17400000826455653,0.35200001671910286,1.74600008293055,,,,,unknown_from_static_bytecode,unknown,Voldo,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
005,Voldo,sidestep_down_candidate,trusted_basic,256,262,004A,0.0050000002374872565,0.01500000071246177,0.026000001234933734,0.03800000180490315,0.05900000280234963,,,,,unknown_from_static_bytecode,unknown,Voldo,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
005,Voldo,sidestep_up_candidate,trusted_basic,354,355,01D7,0.0,0.0,0.0,0.0,0.0,,,,,unknown_from_static_bytecode,unknown,Voldo,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
006,Sophitia,back_diagonal,unresolved,,,,,,,,,,,,,unknown_no_static_route,unknown,,unknown,unresolved_no_route,0,no direction-gated route found for this movement type,unknown_no_static_route,no direction-gated route found for this movement type
006,Sophitia,backstep_candidate,trusted_basic,259,260,015D,0.006000000284984708,0.5020000238437206,0.9430000447900966,1.1850000562844798,1.5260000724811107,,,,,unknown_from_static_bytecode,unknown,Sophitia,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
006,Sophitia,eight_way_or_ambiguous,trusted_basic,161,164,00D0,0.3143405945569973,0.5745015503488727,0.8162212097754018,1.019159015399355,1.2090500977477079,,,,,unknown_from_static_bytecode,unknown,Sophitia,local,resolved_local,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
006,Sophitia,forward_diagonal,unresolved,,,,,,,,,,,,,unknown_no_static_route,unknown,,unknown,unresolved_no_route,0,no direction-gated route found for this movement type,unknown_no_static_route,no direction-gated route found for this movement type
006,Sophitia,forward_step_candidate,trusted_basic,259,260,015D,0.006000000284984708,0.5020000238437206,0.9430000447900966,1.1850000562844798,1.5260000724811107,,,,,unknown_from_static_bytecode,unknown,Sophitia,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
006,Sophitia,sidestep_down_candidate,trusted_basic,257,262,012D,0.0020000000949949026,0.00800000037997961,0.01500000071246177,0.02200000104494393,0.04000000189989805,,,,,unknown_from_static_bytecode,unknown,Sophitia,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
006,Sophitia,sidestep_up_candidate,trusted_basic,259,260,015D,0.08700000413227826,0.08900000422727317,0.09000000427477062,0.07700000365730375,0.09000000427477062,,,,,unknown_from_static_bytecode,unknown,Sophitia,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
007,Siegfried,back_diagonal,unresolved,,,,,,,,,,,,,unknown_no_static_route,unknown,,unknown,unresolved_no_route,0,no direction-gated route found for this movement type,unknown_no_static_route,no direction-gated route found for this movement type
007,Siegfried,backstep_candidate,trusted_basic,257,258,00CC,0.026000001234933734,0.10400000493973494,0.23100001097191125,0.39900001895148307,0.8190000389004126,,,,,unknown_from_static_bytecode,unknown,Siegfried,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
007,Siegfried,eight_way_or_ambiguous,trusted_basic,161,164,006F,0.13852076314676523,0.2862516511461244,0.4110109682812483,0.5031202878497947,0.5612210169981611,,,,,unknown_from_static_bytecode,unknown,Siegfried,local,resolved_local,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
007,Siegfried,forward_diagonal,unresolved,,,,,,,,,,,,,unknown_no_static_route,unknown,,unknown,unresolved_no_route,0,no direction-gated route found for this movement type,unknown_no_static_route,no direction-gated route found for this movement type
007,Siegfried,forward_step_candidate,trusted_basic,290,292,018D,0.06000000284984708,0.06500000308733433,0.08600000408478081,0.13600000645965338,0.5000000237487257,,,,,unknown_from_static_bytecode,unknown,Siegfried,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
007,Siegfried,sidestep_down_candidate,trusted_basic,385,386,0213,0.0,0.0,0.0,0.0,0.0,,,,,unknown_from_static_bytecode,unknown,Siegfried,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
007,Siegfried,sidestep_up_candidate,unresolved,2941,520,0131,0.0,0.0,0.0,0.0,,,,,,unknown_from_static_bytecode,unknown,Siegfried,local,resolved_local,155,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
009,Hwang,back_diagonal,measured_but_not_basic,459,518,02A0,0.0,0.0,0.0,0.0,,,,,,unknown_from_static_bytecode,unknown,Hwang,local,resolved_local,148,source is not proven neutral or stance-root basic movement,unknown_from_static_bytecode,source is not proven neutral or stance-root basic movement
009,Hwang,backstep_candidate,trusted_basic,265,469,02E1,0.027000001282431185,0.09000000427477062,0.18800000892952085,0.2670000126818195,0.29700001410674304,,,,,unknown_from_static_bytecode,unknown,Hwang,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
009,Hwang,eight_way_or_ambiguous,trusted_basic,350,470,02E1,0.036124785452212045,0.12657409498753436,0.19087431325599935,0.2680764943571309,0.29767265312319763,,,,,unknown_from_static_bytecode,unknown,Hwang,local,resolved_local,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
009,Hwang,forward_diagonal,unresolved,447,448,02DE,0.33400001586414874,0.5110000242711976,0.8030000381404534,1.1360000539571047,,,,,,unknown_from_static_bytecode,unknown,Hwang,local,resolved_local,148,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
009,Hwang,forward_step_candidate,trusted_basic,372,373,01A3,0.0020000000949949026,0.007000000332482159,0.03000000142492354,0.05400000256486237,0.0780000037048012,,,,,unknown_from_static_bytecode,unknown,Hwang,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
009,Hwang,sidestep_down_candidate,trusted_basic,517,519,02A0,0.0,0.0,0.0,0.0,0.0,,,,,unknown_from_static_bytecode,unknown,Hwang,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
009,Hwang,sidestep_up_candidate,trusted_basic,426,473,02E1,0.02400000113993883,0.08900000422727317,0.03300000156741589,0.02400000113993883,0.12800000607967377,,,,,unknown_from_static_bytecode,unknown,Hwang,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00b,Ivy,back_diagonal,unresolved,,,,,,,,,,,,,unknown_no_static_route,unknown,,unknown,unresolved_no_route,0,no direction-gated route found for this movement type,unknown_no_static_route,no direction-gated route found for this movement type
00b,Ivy,backstep_candidate,unresolved,261,262,0272,0.24600001168437302,0.6430000305408612,0.9880000469274819,1.159000055049546,,,,,,unknown_from_static_bytecode,unknown,Ivy,local,resolved_local,155,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
00b,Ivy,eight_way_or_ambiguous,trusted_basic,161,164,003D,0.24726707384543434,0.6094760333982808,0.8557459141385741,0.9254415602066002,0.9950985348526796,,,,,unknown_from_static_bytecode,unknown,Ivy,local,resolved_local,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00b,Ivy,forward_diagonal,unresolved,357,359,0100,0.06600000313483179,0.20300247268134453,0.39304581752677115,0.6209315877178866,,,,,,unknown_from_static_bytecode,unknown,Ivy,local,resolved_local,148,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
00b,Ivy,forward_step_candidate,trusted_basic,382,383,0151,0.00800000037997961,0.010000000474974513,0.020000000949949026,0.06200000294484198,0.08700000413227826,,,,,unknown_from_static_bytecode,unknown,Ivy,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00b,Ivy,sidestep_down_candidate,trusted_basic,325,327,0311,0.05200000246986747,0.03300000156741589,0.010000000474974513,0.019000000902451575,0.08100000384729356,,,,,unknown_from_static_bytecode,unknown,Ivy,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00b,Ivy,sidestep_up_candidate,unresolved,261,266,023C,0.006000000284984708,0.019000000902451575,0.027000001282431185,0.03800000180490315,,,,,,unknown_from_static_bytecode,unknown,Ivy,local,resolved_local,155,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
00c,Kilik,back_diagonal,unresolved,,,,,,,,,,,,,unknown_no_static_route,unknown,,unknown,unresolved_no_route,0,no direction-gated route found for this movement type,unknown_no_static_route,no direction-gated route found for this movement type
00c,Kilik,backstep_candidate,unresolved,272,275,0154,0.10500000498723239,0.308000014629215,0.4190000199014321,0.4760000226087868,,,,,,unknown_from_static_bytecode,unknown,Kilik,local,resolved_local,155,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
00c,Kilik,eight_way_or_ambiguous,trusted_basic,161,164,00D0,0.33400001586414874,0.5590000265510753,0.740000035148114,0.8720000414177775,0.9730000462150201,,,,,unknown_from_static_bytecode,unknown,Kilik,local,resolved_local,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00c,Kilik,forward_diagonal,unresolved,337,339,020F,0.7047269309301792,0.6105874510794629,0.5249324015301646,0.9776630763194982,,,,,,unknown_from_static_bytecode,unknown,Kilik,local,resolved_local,148,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
00c,Kilik,forward_step_candidate,unresolved,382,385,014D,0.10100000479724258,0.14900000707712024,0.17900000850204378,0.21000000997446477,,,,,,unknown_from_static_bytecode,unknown,Kilik,local,resolved_local,155,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
00c,Kilik,sidestep_down_candidate,trusted_basic,337,338,0210,0.03200000151991844,0.04400000208988786,0.04500000213738531,0.05900000280234963,0.11000000522471964,,,,,unknown_from_static_bytecode,unknown,Kilik,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00c,Kilik,sidestep_up_candidate,measured_but_not_basic,2914,473,0283,0.0,0.0,0.0,0.0,,,,,,unknown_from_static_bytecode,unknown,Kilik,local,resolved_local,155,source is not proven neutral or stance-root basic movement,unknown_from_static_bytecode,source is not proven neutral or stance-root basic movement
00d,Xianghua,back_diagonal,trusted_basic,2972,550,00E0,0.07629548186469066,0.20300247268134453,0.3298257272166935,0.40229965868050444,0.43847464951091575,,,,,unknown_from_static_bytecode,unknown,Xianghua,local,resolved_local,198,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00d,Xianghua,backstep_candidate,trusted_basic,402,511,0256,0.3060000145342201,0.5620000266935676,0.6550000311108306,0.7050000334857032,0.8260000392328948,,,,,unknown_from_static_bytecode,unknown,Xianghua,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00d,Xianghua,eight_way_or_ambiguous,trusted_basic,161,164,00E4,0.18801064692692246,0.3460708184419264,0.4931987663275686,0.6124320661347052,0.7070219568627647,,,,,unknown_from_static_bytecode,unknown,Xianghua,local,resolved_local,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00d,Xianghua,forward_diagonal,trusted_basic,347,515,0256,0.31553923600428474,0.5648832005930157,0.6550923910157127,0.7055558427858979,0.8304649694691077,,,,,unknown_from_static_bytecode,unknown,Xianghua,local,resolved_local,198,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00d,Xianghua,forward_step_candidate,trusted_basic,292,517,024A,0.21200001006945968,0.3920000186190009,0.5000000237487257,0.5410000256961212,0.5510000261710957,,,,,unknown_from_static_bytecode,unknown,Xianghua,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00d,Xianghua,sidestep_down_candidate,trusted_basic,257,270,007B,0.00800000037997961,0.034000001614913344,0.05600000265985727,0.05300000251736492,0.05600000265985727,,,,,unknown_from_static_bytecode,unknown,Xianghua,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00d,Xianghua,sidestep_up_candidate,trusted_basic,265,267,018A,0.020000000949949026,0.06100000289734453,0.11600000550970435,0.17400000826455653,0.24800001177936792,,,,,unknown_from_static_bytecode,unknown,Xianghua,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00f,Yoshimitsu,back_diagonal,unresolved,545,544,0235,0.049000002327375114,0.049000002327375114,0.049000002327375114,0.049000002327375114,,,,,,unknown_from_static_bytecode,unknown,Yoshimitsu,local,resolved_local,148,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
00f,Yoshimitsu,backstep_candidate,unresolved,257,258,00AD,0.06800000322982669,0.20800000987946987,0.4130000196164474,0.5410000256961212,,,,,,unknown_from_static_bytecode,unknown,Yoshimitsu,local,resolved_local,155,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
00f,Yoshimitsu,eight_way_or_ambiguous,trusted_basic,161,164,00A7,0.3351790725451137,0.5982215592869682,0.8308694636217909,0.9950724064413654,1.059000050299801,,,,,unknown_from_static_bytecode,unknown,Yoshimitsu,local,resolved_local,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00f,Yoshimitsu,forward_diagonal,trusted_basic,345,349,02E4,0.13600000645965338,0.2810000133467838,0.4230000200914219,0.5440000258386135,0.6600000313483179,,,,,unknown_from_static_bytecode,unknown,Yoshimitsu,local,resolved_local,198,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00f,Yoshimitsu,forward_step_candidate,trusted_basic,305,306,00F9,0.1540000073146075,0.2790000132517889,0.40800001937896013,0.5330000253161415,1.0200000484474003,,,,,unknown_from_static_bytecode,unknown,Yoshimitsu,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00f,Yoshimitsu,sidestep_down_candidate,trusted_basic,257,477,00A9,0.004000000189989805,0.013000000617466867,0.02400000113993883,0.0370000017574057,0.09900000470224768,,,,,unknown_from_static_bytecode,unknown,Yoshimitsu,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
00f,Yoshimitsu,sidestep_up_candidate,unresolved,329,319,0162,0.0,0.0,0.0,0.0,,,,,,unknown_from_static_bytecode,unresolved_static_data,Yoshimitsu,local,resolved_local,155,offensive cells exist and no static return/recovery frame is known,unknown_from_static_bytecode,offensive cells exist and no static return/recovery frame is known
011,Nightmare,back_diagonal,unresolved,,,,,,,,,,,,,unknown_no_static_route,unknown,,unknown,unresolved_no_route,0,no direction-gated route found for this movement type,unknown_no_static_route,no direction-gated route found for this movement type
011,Nightmare,backstep_candidate,trusted_basic,256,263,012B,0.026000001234933734,0.10400000493973494,0.23100001097191125,0.39900001895148307,0.8190000389004126,,,,,unknown_from_static_bytecode,unknown,Nightmare,local,resolved_local,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot,unknown_from_static_bytecode,
