cid,character,slot,animation_hex,cell_index,role,active_start,active_end,has_offensive_hit,has_throw_or_special,has_non_offensive_metadata_or_body,confidence,reason
001,Mitsurugi,425,019E,198,offensive_attack,11,13,True,False,False,confirmed_static_data,"Mid Strike cell, damage=55, active=11-13"
001,Mitsurugi,456,01C4,213,offensive_attack,27,29,True,False,False,confirmed_static_data,"Mid Strike cell, damage=36, active=27-29"
001,Mitsurugi,456,01C4,213,offensive_attack,27,29,True,False,False,confirmed_static_data,"Mid Strike cell, damage=36, active=27-29"
001,Mitsurugi,315,0191,98,offensive_attack,26,28,True,False,False,confirmed_static_data,"Mid Strike cell, damage=24, active=26-28"
001,Mitsurugi,315,0191,99,offensive_attack,25,28,True,False,False,confirmed_static_data,"Mid Strike cell, damage=24, active=25-28"
001,Mitsurugi,422,02D0,194,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=26, active=19-21"
001,Mitsurugi,422,02D0,194,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=26, active=19-21"
001,Mitsurugi,422,02D0,194,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=26, active=19-21"
001,Mitsurugi,422,02D0,194,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=26, active=19-21"
001,Mitsurugi,422,02D0,194,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=26, active=19-21"
001,Mitsurugi,418,02DE,191,offensive_attack,15,16,True,False,False,confirmed_static_data,"High Strike cell, damage=20, active=15-16"
001,Mitsurugi,423,0316,195,offensive_attack,13,15,True,False,False,confirmed_static_data,"Mid Super_or_Other cell, damage=16, active=13-15"
001,Mitsurugi,423,0316,196,offensive_attack,25,26,True,False,False,confirmed_static_data,"Unblockable Super_or_Other cell, damage=22, active=25-26"
001,Mitsurugi,448,01E7,206,offensive_attack,10,11,True,False,False,confirmed_static_data,"High Strike cell, damage=8, active=10-11"
001,Mitsurugi,448,01E7,207,offensive_attack,10,11,True,False,False,confirmed_static_data,"High Strike cell, damage=8, active=10-11"
001,Mitsurugi,385,0203,176,nondamaging,17,18,False,False,True,confirmed_static_data,NonDamaging cell is non-damage metadata/body data until a narrower role is proven
001,Mitsurugi,303,02D6,84,offensive_attack,26,28,True,False,False,confirmed_static_data,"Mid Strike cell, damage=22, active=26-28"
001,Mitsurugi,303,02D6,85,offensive_attack,27,28,True,False,False,confirmed_static_data,"Mid Strike cell, damage=22, active=27-28"
001,Mitsurugi,401,016F,186,offensive_attack,13,14,True,False,False,confirmed_static_data,"Mid Strike cell, damage=60, active=13-14"
001,Mitsurugi,403,016F,188,offensive_attack,13,14,True,False,False,confirmed_static_data,"Mid Strike cell, damage=60, active=13-14"
001,Mitsurugi,455,0282,212,offensive_attack,16,17,True,False,False,confirmed_static_data,"High Strike cell, damage=28, active=16-17"
001,Mitsurugi,418,02DE,191,offensive_attack,15,16,True,False,False,confirmed_static_data,"High Strike cell, damage=20, active=15-16"
001,Mitsurugi,423,0316,195,offensive_attack,13,15,True,False,False,confirmed_static_data,"Mid Super_or_Other cell, damage=16, active=13-15"
001,Mitsurugi,423,0316,196,offensive_attack,25,26,True,False,False,confirmed_static_data,"Unblockable Super_or_Other cell, damage=22, active=25-26"
001,Mitsurugi,418,02DE,191,offensive_attack,15,16,True,False,False,confirmed_static_data,"High Strike cell, damage=20, active=15-16"
001,Mitsurugi,423,0316,195,offensive_attack,13,15,True,False,False,confirmed_static_data,"Mid Super_or_Other cell, damage=16, active=13-15"
001,Mitsurugi,423,0316,196,offensive_attack,25,26,True,False,False,confirmed_static_data,"Unblockable Super_or_Other cell, damage=22, active=25-26"
001,Mitsurugi,446,028A,203,offensive_attack,23,25,True,False,False,confirmed_static_data,"High Strike cell, damage=28, active=23-25"
001,Mitsurugi,454,01CD,211,offensive_attack,15,17,True,False,False,confirmed_static_data,"Mid Grab cell, damage=16, active=15-17"
001,Mitsurugi,446,028A,203,offensive_attack,23,25,True,False,False,confirmed_static_data,"High Strike cell, damage=28, active=23-25"
001,Mitsurugi,454,01CD,211,offensive_attack,15,17,True,False,False,confirmed_static_data,"Mid Grab cell, damage=16, active=15-17"
001,Mitsurugi,396,0259,181,offensive_attack,13,15,True,False,False,confirmed_static_data,"High Strike cell, damage=12, active=13-15"
001,Mitsurugi,404,026D,189,offensive_attack,17,19,True,False,False,confirmed_static_data,"Mid Grab cell, damage=16, active=17-19"
001,Mitsurugi,396,0259,181,offensive_attack,13,15,True,False,False,confirmed_static_data,"High Strike cell, damage=12, active=13-15"
001,Mitsurugi,400,016F,185,offensive_attack,15,16,True,False,False,confirmed_static_data,"Mid Strike cell, damage=40, active=15-16"
001,Mitsurugi,423,0316,195,offensive_attack,13,15,True,False,False,confirmed_static_data,"Mid Super_or_Other cell, damage=16, active=13-15"
001,Mitsurugi,423,0316,196,offensive_attack,25,26,True,False,False,confirmed_static_data,"Unblockable Super_or_Other cell, damage=22, active=25-26"
001,Mitsurugi,423,0316,195,offensive_attack,13,15,True,False,False,confirmed_static_data,"Mid Super_or_Other cell, damage=16, active=13-15"
001,Mitsurugi,423,0316,196,offensive_attack,25,26,True,False,False,confirmed_static_data,"Unblockable Super_or_Other cell, damage=22, active=25-26"
001,Mitsurugi,423,0316,195,offensive_attack,13,15,True,False,False,confirmed_static_data,"Mid Super_or_Other cell, damage=16, active=13-15"
001,Mitsurugi,423,0316,196,offensive_attack,25,26,True,False,False,confirmed_static_data,"Unblockable Super_or_Other cell, damage=22, active=25-26"
001,Mitsurugi,423,0316,195,offensive_attack,13,15,True,False,False,confirmed_static_data,"Mid Super_or_Other cell, damage=16, active=13-15"
001,Mitsurugi,423,0316,196,offensive_attack,25,26,True,False,False,confirmed_static_data,"Unblockable Super_or_Other cell, damage=22, active=25-26"
001,Mitsurugi,423,0316,195,offensive_attack,13,15,True,False,False,confirmed_static_data,"Mid Super_or_Other cell, damage=16, active=13-15"
001,Mitsurugi,423,0316,196,offensive_attack,25,26,True,False,False,confirmed_static_data,"Unblockable Super_or_Other cell, damage=22, active=25-26"
001,Mitsurugi,422,02D0,194,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=26, active=19-21"
001,Mitsurugi,405,0294,190,offensive_attack,17,19,True,False,False,confirmed_static_data,"Mid Grab cell, damage=16, active=17-19"
001,Mitsurugi,422,02D0,194,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=26, active=19-21"
001,Mitsurugi,422,02D0,194,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=26, active=19-21"
001,Mitsurugi,400,016F,185,offensive_attack,15,16,True,False,False,confirmed_static_data,"Mid Strike cell, damage=40, active=15-16"
002,Seong Mi-na,259,00FE,25,offensive_attack,35,37,True,False,False,confirmed_static_data,"Mid Strike cell, damage=26, active=35-37"
002,Seong Mi-na,270,0188,35,offensive_attack,23,25,True,False,False,confirmed_static_data,"Mid Strike cell, damage=12, active=23-25"
002,Seong Mi-na,284,0285,49,offensive_attack,19,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=20, active=19-22"
002,Seong Mi-na,284,0285,50,offensive_attack,19,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=28, active=19-22"
002,Seong Mi-na,344,0200,119,offensive_attack,27,30,True,False,False,confirmed_static_data,"Mid Strike cell, damage=16, active=27-30"
002,Seong Mi-na,455,0177,255,offensive_attack,37,40,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=37-40"
002,Seong Mi-na,316,017A,83,offensive_attack,9,17,True,False,False,confirmed_static_data,"Mid Strike cell, damage=5, active=9-17"
002,Seong Mi-na,430,02F7,217,offensive_attack,19,22,True,False,False,confirmed_static_data,"High Strike cell, damage=20, active=19-22"
002,Seong Mi-na,430,02F7,218,offensive_attack,19,22,True,False,False,confirmed_static_data,"High Strike cell, damage=32, active=19-22"
002,Seong Mi-na,431,02F8,219,offensive_attack,21,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=22, active=21-22"
002,Seong Mi-na,431,02F8,220,offensive_attack,21,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=34, active=21-22"
002,Seong Mi-na,434,02F7,222,offensive_attack,19,21,True,False,False,confirmed_static_data,"High Strike cell, damage=20, active=19-21"
002,Seong Mi-na,434,02F7,223,offensive_attack,19,21,True,False,False,confirmed_static_data,"High Strike cell, damage=32, active=19-21"
002,Seong Mi-na,435,02F8,224,offensive_attack,21,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=22, active=21-22"
002,Seong Mi-na,435,02F8,225,offensive_attack,21,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=34, active=21-22"
002,Seong Mi-na,393,02EE,185,offensive_attack,17,18,True,False,False,confirmed_static_data,"Mid Strike cell, damage=16, active=17-18"
002,Seong Mi-na,398,00BC,191,offensive_attack,37,38,True,False,False,confirmed_static_data,"Mid Strike cell, damage=44, active=37-38"
002,Seong Mi-na,400,00BC,193,offensive_attack,37,38,True,False,False,confirmed_static_data,"Mid Strike cell, damage=52, active=37-38"
002,Seong Mi-na,432,02F2,221,offensive_attack,35,36,True,False,False,confirmed_static_data,"Mid Grab cell, damage=35, active=35-36"
002,Seong Mi-na,436,02F2,226,offensive_attack,30,31,True,False,False,confirmed_static_data,"Mid Grab cell, damage=35, active=30-31"
002,Seong Mi-na,260,0006,26,offensive_attack,26,28,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=26-28"
002,Seong Mi-na,275,0287,39,offensive_attack,21,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=12, active=21-22"
002,Seong Mi-na,275,0287,40,offensive_attack,21,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=12, active=21-22"
002,Seong Mi-na,336,016A,107,offensive_attack,30,31,True,False,False,confirmed_static_data,"Mid Strike cell, damage=22, active=30-31"
002,Seong Mi-na,359,016E,136,offensive_attack,86,88,True,False,False,confirmed_static_data,"Mid Strike cell, damage=60, active=86-88"
002,Seong Mi-na,379,02EF,165,offensive_attack,19,20,True,False,False,confirmed_static_data,"Mid Strike cell, damage=35, active=19-20"
002,Seong Mi-na,379,02EF,166,offensive_attack,19,20,True,False,False,confirmed_static_data,"Mid Strike cell, damage=35, active=19-20"
002,Seong Mi-na,453,02E5,251,offensive_attack,38,39,True,False,False,confirmed_static_data,"Mid Strike cell, damage=28, active=38-39"
002,Seong Mi-na,453,02E5,252,offensive_attack,36,39,True,False,False,confirmed_static_data,"Mid Strike cell, damage=28, active=36-39"
002,Seong Mi-na,402,0279,195,nondamaging,17,18,False,False,True,confirmed_static_data,NonDamaging cell is non-damage metadata/body data until a narrower role is proven
002,Seong Mi-na,313,00DC,81,offensive_attack,26,31,True,False,False,confirmed_static_data,"High Strike cell, damage=20, active=26-31"
002,Seong Mi-na,413,00D1,200,offensive_attack,15,16,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=15-16"
002,Seong Mi-na,413,00D1,201,offensive_attack,15,16,True,False,False,confirmed_static_data,"Mid Strike cell, damage=42, active=15-16"
002,Seong Mi-na,414,00D1,202,offensive_attack,15,16,True,False,False,confirmed_static_data,"Mid Strike cell, damage=46, active=15-16"
002,Seong Mi-na,454,02E5,253,offensive_attack,41,42,True,False,False,confirmed_static_data,"Mid Strike cell, damage=35, active=41-42"
002,Seong Mi-na,454,02E5,254,offensive_attack,39,42,True,False,False,confirmed_static_data,"Mid Strike cell, damage=35, active=39-42"
002,Seong Mi-na,390,0227,180,offensive_attack,39,40,True,False,False,confirmed_static_data,"Mid Strike cell, damage=52, active=39-40"
002,Seong Mi-na,390,0227,181,offensive_attack,37,40,True,False,False,confirmed_static_data,"Mid Strike cell, damage=52, active=37-40"
002,Seong Mi-na,390,0227,180,offensive_attack,39,40,True,False,False,confirmed_static_data,"Mid Strike cell, damage=52, active=39-40"
002,Seong Mi-na,390,0227,181,offensive_attack,37,40,True,False,False,confirmed_static_data,"Mid Strike cell, damage=52, active=37-40"
002,Seong Mi-na,397,00BC,190,offensive_attack,37,38,True,False,False,confirmed_static_data,"Mid Strike cell, damage=40, active=37-38"
002,Seong Mi-na,384,002D,174,offensive_attack,21,22,True,False,False,confirmed_static_data,"Mid Grab cell, damage=10, active=21-22"
003,Taki,493,01A8,221,nondamaging,17,18,False,False,True,confirmed_static_data,NonDamaging cell is non-damage metadata/body data until a narrower role is proven
003,Taki,430,01E9,188,nondamaging,9,17,False,False,True,confirmed_static_data,NonDamaging cell is non-damage metadata/body data until a narrower role is proven
003,Taki,430,01E9,188,nondamaging,9,17,False,False,True,confirmed_static_data,NonDamaging cell is non-damage metadata/body data until a narrower role is proven
003,Taki,430,01E9,188,nondamaging,9,17,False,False,True,confirmed_static_data,NonDamaging cell is non-damage metadata/body data until a narrower role is proven
003,Taki,430,01E9,188,nondamaging,9,17,False,False,True,confirmed_static_data,NonDamaging cell is non-damage metadata/body data until a narrower role is proven
003,Taki,430,01E9,188,nondamaging,9,17,False,False,True,confirmed_static_data,NonDamaging cell is non-damage metadata/body data until a narrower role is proven
003,Taki,274,01AC,39,offensive_attack,21,23,True,False,False,confirmed_static_data,"Mid Strike cell, damage=15, active=21-23"
003,Taki,290,0188,53,offensive_attack,14,16,True,False,False,confirmed_static_data,"High Strike cell, damage=10, active=14-16"
003,Taki,290,0188,54,offensive_attack,14,16,True,False,False,confirmed_static_data,"High Strike cell, damage=10, active=14-16"
003,Taki,495,002C,223,offensive_attack,21,22,True,False,False,confirmed_static_data,"High Strike cell, damage=16, active=21-22"
003,Taki,498,00C6,226,offensive_attack,21,22,True,False,False,confirmed_static_data,"High Strike cell, damage=16, active=21-22"
003,Taki,486,012A,213,offensive_attack,19,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=19-22"
003,Taki,495,002C,223,offensive_attack,21,22,True,False,False,confirmed_static_data,"High Strike cell, damage=16, active=21-22"
003,Taki,498,00C6,226,offensive_attack,21,22,True,False,False,confirmed_static_data,"High Strike cell, damage=16, active=21-22"
003,Taki,486,012A,213,offensive_attack,19,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=19-22"
003,Taki,495,002C,223,offensive_attack,21,22,True,False,False,confirmed_static_data,"High Strike cell, damage=16, active=21-22"
003,Taki,498,00C6,226,offensive_attack,21,22,True,False,False,confirmed_static_data,"High Strike cell, damage=16, active=21-22"
003,Taki,519,0133,245,offensive_attack,17,19,True,False,False,confirmed_static_data,"Mid Strike cell, damage=22, active=17-19"
003,Taki,520,01A5,246,offensive_attack,17,19,True,False,False,confirmed_static_data,"Mid Strike cell, damage=22, active=17-19"
003,Taki,530,0272,254,offensive_attack,46,48,True,False,False,confirmed_static_data,"Mid Strike cell, damage=35, active=46-48"
003,Taki,530,0272,254,offensive_attack,46,48,True,False,False,confirmed_static_data,"Mid Strike cell, damage=35, active=46-48"
003,Taki,569,0217,285,offensive_attack,27,29,True,False,False,confirmed_static_data,"High Strike cell, damage=14, active=27-29"
003,Taki,570,01AE,286,offensive_attack,25,26,True,False,False,confirmed_static_data,"Mid Strike cell, damage=10, active=25-26"
003,Taki,520,01A5,246,offensive_attack,17,19,True,False,False,confirmed_static_data,"Mid Strike cell, damage=22, active=17-19"
003,Taki,519,0133,245,offensive_attack,17,19,True,False,False,confirmed_static_data,"Mid Strike cell, damage=22, active=17-19"
003,Taki,530,0272,254,offensive_attack,46,48,True,False,False,confirmed_static_data,"Mid Strike cell, damage=35, active=46-48"
003,Taki,530,0272,254,offensive_attack,46,48,True,False,False,confirmed_static_data,"Mid Strike cell, damage=35, active=46-48"
003,Taki,486,012A,213,offensive_attack,19,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=19-22"
003,Taki,495,002C,223,offensive_attack,21,22,True,False,False,confirmed_static_data,"High Strike cell, damage=16, active=21-22"
003,Taki,498,00C6,226,offensive_attack,21,22,True,False,False,confirmed_static_data,"High Strike cell, damage=16, active=21-22"
003,Taki,486,012A,213,offensive_attack,19,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=19-22"
003,Taki,495,002C,223,offensive_attack,21,22,True,False,False,confirmed_static_data,"High Strike cell, damage=16, active=21-22"
003,Taki,498,00C6,226,offensive_attack,21,22,True,False,False,confirmed_static_data,"High Strike cell, damage=16, active=21-22"
003,Taki,530,0272,254,offensive_attack,46,48,True,False,False,confirmed_static_data,"Mid Strike cell, damage=35, active=46-48"
003,Taki,530,0272,254,offensive_attack,46,48,True,False,False,confirmed_static_data,"Mid Strike cell, damage=35, active=46-48"
003,Taki,530,0272,254,offensive_attack,46,48,True,False,False,confirmed_static_data,"Mid Strike cell, damage=35, active=46-48"
003,Taki,530,0272,254,offensive_attack,46,48,True,False,False,confirmed_static_data,"Mid Strike cell, damage=35, active=46-48"
003,Taki,415,012A,173,offensive_attack,18,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=26, active=18-22"
003,Taki,415,012A,173,offensive_attack,18,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=26, active=18-22"
003,Taki,530,0272,254,offensive_attack,46,48,True,False,False,confirmed_static_data,"Mid Strike cell, damage=35, active=46-48"
003,Taki,530,0272,254,offensive_attack,46,48,True,False,False,confirmed_static_data,"Mid Strike cell, damage=35, active=46-48"
003,Taki,520,01A5,246,offensive_attack,17,19,True,False,False,confirmed_static_data,"Mid Strike cell, damage=22, active=17-19"
003,Taki,519,0133,245,offensive_attack,17,19,True,False,False,confirmed_static_data,"Mid Strike cell, damage=22, active=17-19"
003,Taki,454,002A,195,offensive_attack,5,6,True,False,False,confirmed_static_data,"High Strike cell, damage=10, active=5-6"
003,Taki,454,002A,195,offensive_attack,5,6,True,False,False,confirmed_static_data,"High Strike cell, damage=10, active=5-6"
003,Taki,415,012A,173,offensive_attack,18,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=26, active=18-22"
003,Taki,415,012A,173,offensive_attack,18,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=26, active=18-22"
003,Taki,536,002F,259,offensive_attack,43,45,True,False,False,confirmed_static_data,"Mid Grab cell, damage=10, active=43-45"
003,Taki,520,01A5,246,offensive_attack,17,19,True,False,False,confirmed_static_data,"Mid Strike cell, damage=22, active=17-19"
003,Taki,519,0133,245,offensive_attack,17,19,True,False,False,confirmed_static_data,"Mid Strike cell, damage=22, active=17-19"
003,Taki,470,02B2,203,offensive_attack,11,13,True,False,False,confirmed_static_data,"High Strike cell, damage=10, active=11-13"
003,Taki,486,012A,213,offensive_attack,19,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=19-22"
003,Taki,495,002C,223,offensive_attack,21,22,True,False,False,confirmed_static_data,"High Strike cell, damage=16, active=21-22"
003,Taki,498,00C6,226,offensive_attack,21,22,True,False,False,confirmed_static_data,"High Strike cell, damage=16, active=21-22"
003,Taki,470,02B2,203,offensive_attack,11,13,True,False,False,confirmed_static_data,"High Strike cell, damage=10, active=11-13"
003,Taki,486,012A,213,offensive_attack,19,22,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=19-22"
003,Taki,495,002C,223,offensive_attack,21,22,True,False,False,confirmed_static_data,"High Strike cell, damage=16, active=21-22"
003,Taki,498,00C6,226,offensive_attack,21,22,True,False,False,confirmed_static_data,"High Strike cell, damage=16, active=21-22"
003,Taki,507,01AE,235,offensive_attack,22,24,True,False,False,confirmed_static_data,"Mid Strike cell, damage=10, active=22-24"
003,Taki,544,00DE,264,offensive_attack,21,24,True,False,False,confirmed_static_data,"Mid Strike cell, damage=10, active=21-24"
003,Taki,479,012D,211,offensive_attack,45,46,True,False,False,confirmed_static_data,"Mid Strike cell, damage=60, active=45-46"
003,Taki,479,012D,211,offensive_attack,45,46,True,False,False,confirmed_static_data,"Mid Strike cell, damage=60, active=45-46"
003,Taki,277,01B9,41,offensive_attack,14,15,True,False,False,confirmed_static_data,"Mid Strike cell, damage=8, active=14-15"
003,Taki,293,012E,56,offensive_attack,15,17,True,False,False,confirmed_static_data,"Mid Strike cell, damage=12, active=15-17"
003,Taki,296,02B4,57,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=10, active=19-21"
003,Taki,296,02B4,58,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=10, active=19-21"
003,Taki,487,0219,214,offensive_attack,19,20,True,False,False,confirmed_static_data,"Mid Strike cell, damage=18, active=19-20"
003,Taki,501,0025,229,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=15, active=19-21"
003,Taki,501,0025,229,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=15, active=19-21"
003,Taki,487,0219,214,offensive_attack,19,20,True,False,False,confirmed_static_data,"Mid Strike cell, damage=18, active=19-20"
003,Taki,501,0025,229,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=15, active=19-21"
003,Taki,501,0025,229,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=15, active=19-21"
003,Taki,487,0219,214,offensive_attack,19,20,True,False,False,confirmed_static_data,"Mid Strike cell, damage=18, active=19-20"
003,Taki,501,0025,229,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=15, active=19-21"
003,Taki,501,0025,229,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=15, active=19-21"
003,Taki,521,00CA,247,offensive_attack,25,27,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=25-27"
003,Taki,521,00CA,247,offensive_attack,25,27,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=25-27"
003,Taki,531,0275,255,offensive_attack,52,61,True,False,False,confirmed_static_data,"Mid Strike cell, damage=55, active=52-61"
003,Taki,531,0275,255,offensive_attack,52,61,True,False,False,confirmed_static_data,"Mid Strike cell, damage=55, active=52-61"
003,Taki,425,0109,178,nondamaging,17,18,False,False,True,confirmed_static_data,NonDamaging cell is non-damage metadata/body data until a narrower role is proven
003,Taki,425,0109,179,nondamaging,17,18,False,False,True,confirmed_static_data,NonDamaging cell is non-damage metadata/body data until a narrower role is proven
003,Taki,521,00CA,247,offensive_attack,25,27,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=25-27"
003,Taki,521,00CA,247,offensive_attack,25,27,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=25-27"
003,Taki,301,02D4,64,offensive_attack,36,37,True,False,False,confirmed_static_data,"Mid Super_or_Other cell, damage=10, active=36-37"
003,Taki,531,0275,255,offensive_attack,52,61,True,False,False,confirmed_static_data,"Mid Strike cell, damage=55, active=52-61"
003,Taki,531,0275,255,offensive_attack,52,61,True,False,False,confirmed_static_data,"Mid Strike cell, damage=55, active=52-61"
003,Taki,487,0219,214,offensive_attack,19,20,True,False,False,confirmed_static_data,"Mid Strike cell, damage=18, active=19-20"
003,Taki,501,0025,229,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=15, active=19-21"
003,Taki,501,0025,229,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=15, active=19-21"
003,Taki,487,0219,214,offensive_attack,19,20,True,False,False,confirmed_static_data,"Mid Strike cell, damage=18, active=19-20"
003,Taki,501,0025,229,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=15, active=19-21"
003,Taki,501,0025,229,offensive_attack,19,21,True,False,False,confirmed_static_data,"Mid Strike cell, damage=15, active=19-21"
003,Taki,531,0275,255,offensive_attack,52,61,True,False,False,confirmed_static_data,"Mid Strike cell, damage=55, active=52-61"
003,Taki,531,0275,255,offensive_attack,52,61,True,False,False,confirmed_static_data,"Mid Strike cell, damage=55, active=52-61"
003,Taki,531,0275,255,offensive_attack,52,61,True,False,False,confirmed_static_data,"Mid Strike cell, damage=55, active=52-61"
003,Taki,531,0275,255,offensive_attack,52,61,True,False,False,confirmed_static_data,"Mid Strike cell, damage=55, active=52-61"
003,Taki,531,0275,255,offensive_attack,52,61,True,False,False,confirmed_static_data,"Mid Strike cell, damage=55, active=52-61"
003,Taki,531,0275,255,offensive_attack,52,61,True,False,False,confirmed_static_data,"Mid Strike cell, damage=55, active=52-61"
003,Taki,521,00CA,247,offensive_attack,25,27,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=25-27"
003,Taki,521,00CA,247,offensive_attack,25,27,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=25-27"
003,Taki,521,00CA,247,offensive_attack,25,27,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=25-27"
003,Taki,521,00CA,247,offensive_attack,25,27,True,False,False,confirmed_static_data,"Mid Strike cell, damage=30, active=25-27"
003,Taki,472,012F,204,offensive_attack,21,23,True,False,False,confirmed_static_data,"Mid Strike cell, damage=34, active=21-23"
